# Time-averaged data for fix thermo_ave
# TimeStep v_T v_p v_rho v_Etot v_Ekin v_Epot v_pyz v_eta
36000 373.371 15.5034 0.67534 1237.69 965.192 272.503 7.2529 -0.00072529
37000 372.987 38.3067 0.67534 1232.61 964.199 268.414 17.2179 -0.00172179
38000 373.442 -7.09027 0.67534 1235.5 965.375 270.126 -14.4527 0.00144527
39000 372.792 41.9313 0.67534 1232.9 963.696 269.204 16.4973 -0.00164973
40000 373.296 24.9357 0.67534 1234.71 964.999 269.716 18.7091 -0.00187091
41000 373.09 64.4565 0.67534 1235.73 964.465 271.264 32.0984 -0.00320984
42000 373.287 62.2787 0.67534 1234.39 964.976 269.415 -17.509 0.0017509
43000 373.043 8.84075 0.67534 1231.74 964.344 267.396 -1.7297 0.00017297
44000 373.193 40.6241 0.67534 1235.61 964.732 270.874 8.21431 -0.000821431
45000 372.87 -14.6651 0.67534 1229.01 963.898 265.107 -19.4957 0.00194957
46000 373.399 15.7859 0.67534 1236.61 965.264 271.346 1.63238 -0.000163238
47000 373.136 4.99473 0.67534 1234.01 964.583 269.424 -8.00776 0.000800776
48000 373.162 -29.1906 0.67534 1233.34 964.651 268.693 25.2171 -0.00252171
49000 373.166 10.6102 0.67534 1233.37 964.661 268.709 0.871081 -8.71081e-05
50000 373.141 -11.2316 0.67534 1229.23 964.597 264.638 -2.23371 0.000223371
51000 373.121 23.7054 0.67534 1233.65 964.545 269.1 -12.9654 0.00129654
52000 373.144 -3.26642 0.67534 1232.98 964.605 268.373 -4.22261 0.000422261
53000 373.28 -3.23432 0.67534 1236.24 964.957 271.281 -10.742 0.0010742
54000 373.03 39.5819 0.67534 1234.69 964.311 270.375 -10.6207 0.00106207
55000 373.62 -18.8605 0.67534 1237.32 965.836 271.488 19.3529 -0.00193529
56000 372.706 -25.2775 0.67534 1230.56 963.473 267.083 -14.3863 0.00143863
57000 372.885 -13.0936 0.67534 1227.67 963.935 263.731 3.2086 -0.00032086
58000 373.433 32.0676 0.67534 1232.1 965.351 266.746 -9.63537 0.000963537
59000 373.048 47.5245 0.67534 1230.34 964.356 265.982 -11.4096 0.00114096
60000 373.139 49.7309 0.67534 1230.03 964.593 265.441 1.25792 -0.000125792
61000 373.231 64.9399 0.67534 1235.32 964.829 270.493 -38.5506 0.00385506
62000 373.003 25.6435 0.67534 1234.94 964.239 270.704 -54.5984 0.00545984
63000 373.338 34.5743 0.67534 1235.91 965.106 270.802 5.70284 -0.000570284
64000 373.211 55.4975 0.67534 1233.59 964.779 268.812 -3.63171 0.000363171
65000 373.177 60.3748 0.67534 1231.97 964.691 267.279 -23.5937 0.00235937
66000 372.838 7.68393 0.67534 1230.73 963.813 266.913 -25.0819 0.00250819
67000 373.162 51.435 0.67534 1233.92 964.653 269.265 9.42948 -0.000942948
68000 373.149 12.3772 0.67534 1232.79 964.617 268.174 -0.727264 7.27264e-05
69000 373.326 -12.3315 0.67534 1231.31 965.075 266.233 -33.7088 0.00337088
70000 372.945 -42.6066 0.67534 1226.66 964.09 262.574 1.02646 -0.000102646
71000 373.283 -15.4977 0.67534 1233.75 964.964 268.79 -15.0139 0.00150139
72000 373.446 46.8808 0.67534 1233.27 965.386 267.881 6.01107 -0.000601107
73000 372.866 -14.6473 0.67534 1225.5 963.885 261.616 -17.0204 0.00170204
74000 373.273 12.4554 0.67534 1230.24 964.938 265.297 -0.668701 6.68701e-05
75000 373.169 7.45591 0.67534 1231.16 964.668 266.488 -4.81186 0.000481186
76000 373.273 3.34567 0.67534 1231.2 964.938 266.261 -17.1572 0.00171572
77000 372.706 -2.21841 0.67534 1229.06 963.472 265.586 -20.3835 0.00203835
78000 373.44 38.1746 0.67534 1237.54 965.371 272.17 -3.31862 0.000331862
79000 373.053 56.7824 0.67534 1231.59 964.369 267.223 1.00163 -0.000100163
80000 373.486 45.2677 0.67534 1231.15 965.49 265.656 -13.6803 0.00136803
81000 372.863 23.3741 0.67534 1228.1 963.877 264.222 -22.0391 0.00220391
82000 373.052 48.7017 0.67534 1229.71 964.368 265.347 -53.7144 0.00537144
83000 373.218 11.9002 0.67534 1229.89 964.796 265.097 -16.2255 0.00162255
84000 373.423 23.6087 0.67534 1234.84 965.327 269.514 -17.5209 0.00175209
85000 372.804 23.4283 0.67534 1228.93 963.726 265.207 8.29716 -0.000829716
86000 373.384 -28.0197 0.67534 1231.7 965.226 266.475 -17.5547 0.00175547
87000 373.592 7.81736 0.67534 1234.37 965.762 268.607 -13.784 0.0013784
88000 372.403 14.8364 0.67534 1230.18 962.689 267.491 10.6886 -0.00106886
89000 373.466 57.8786 0.67534 1236.25 965.437 270.811 15.1855 -0.00151855
90000 373.096 21.503 0.67534 1234.68 964.48 270.199 -12.8026 0.00128026
91000 373.087 32.5291 0.67534 1233.75 964.456 269.294 -28.1944 0.00281944
92000 373.148 -42.6938 0.67534 1234.44 964.614 269.824 -24.1722 0.00241722
93000 372.916 -0.944028 0.67534 1233.21 964.014 269.195 2.33272 -0.000233272
94000 373.424 -4.91339 0.67534 1235.27 965.329 269.936 2.44728 -0.000244728
95000 372.954 19.7352 0.67534 1235.17 964.113 271.057 -19.7988 0.00197988
96000 373.342 -0.109031 0.67534 1232.69 965.118 267.569 -16.1656 0.00161656
97000 373.17 -5.71503 0.67534 1234.23 964.673 269.559 -45.594 0.0045594
98000 373.06 26.9368 0.67534 1233.05 964.388 268.659 -31.9397 0.00319397
99000 373.381 6.25388 0.67534 1233 965.219 267.78 -6.07396 0.000607396
100000 372.939 -33.7242 0.67534 1229.51 964.074 265.433 -35.3686 0.00353686
101000 373.184 26.9458 0.67534 1234.49 964.708 269.787 -24.585 0.0024585
102000 373.121 -20.7269 0.67534 1231.09 964.546 266.546 -30.4014 0.00304014
103000 372.886 -20.9217 0.67534 1226.44 963.939 262.505 -6.25899 0.000625899
104000 373.395 -26.6408 0.67534 1230.65 965.253 265.393 12.0468 -0.00120468
105000 373.157 24.9599 0.67534 1226.51 964.639 261.87 -14.6158 0.00146158
106000 373.168 -12.8881 0.67534 1228.61 964.668 263.937 21.0622 -0.00210622
107000 373.084 6.49598 0.67534 1231.82 964.448 267.371 4.65889 -0.000465889
108000 373.337 -10.3187 0.67534 1231 965.103 265.894 40.133 -0.0040133
109000 373.007 23.2813 0.67534 1224.64 964.25 260.389 -2.93746 0.000293746
110000 373.457 38.5371 0.67534 1228.99 965.414 263.579 22.1733 -0.00221733
111000 372.845 17.8302 0.67534 1229.79 963.832 265.958 10.4334 -0.00104334
112000 373.08 -38.4059 0.67534 1226.42 964.439 261.979 -21.5414 0.00215414
113000 373 6.58252 0.67534 1223.22 964.231 258.985 -31.6875 0.00316875
114000 373.647 -6.14189 0.67534 1230.44 965.904 264.54 17.735 -0.0017735
115000 373.095 17.1157 0.67534 1226.76 964.477 262.288 -6.09257 0.000609257
116000 372.89 19.7247 0.67534 1223.37 963.949 259.418 13.5505 -0.00135505
117000 373.296 71.6478 0.67534 1229.7 964.997 264.704 -7.903 0.0007903
118000 373.007 33.6954 0.67534 1228.8 964.25 264.555 -6.79118 0.000679118
119000 373.024 2.4109 0.67534 1228.76 964.295 264.469 -3.38681 0.000338681
120000 373.392 -36.919 0.67534 1229.37 965.246 264.128 18.2973 -0.00182973
121000 373.281 -5.17854 0.67534 1227.34 964.96 262.38 -15.2924 0.00152924
122000 373.069 17.8134 0.67534 1230.27 964.412 265.861 -48.6665 0.00486665
123000 372.87 -31.0667 0.67534 1226.84 963.897 262.945 0.524201 -5.24201e-05
124000 373.143 -17.7672 0.67534 1230.75 964.601 266.146 -20.7026 0.00207026
125000 373.439 -30.9103 0.67534 1231.25 965.367 265.88 -5.45799 0.000545799
126000 372.835 -26.2778 0.67534 1230.77 963.807 266.963 -26.4936 0.00264936
127000 373.304 -48.0095 0.67534 1228.57 965.019 263.555 -14.4529 0.00144529
128000 373.358 7.66772 0.67534 1234.83 965.159 269.668 -10.8263 0.00108263
129000 372.988 -7.37545 0.67534 1230.2 964.2 265.999 -30.0975 0.00300975
130000 373.092 -13.9767 0.67534 1237.43 964.469 272.962 -6.99031 0.000699031
131000 373.29 -32.6001 0.67534 1235.92 964.983 270.942 -9.09445 0.000909445
132000 373.161 -48.4896 0.67534 1232.15 964.65 267.497 -18.9405 0.00189405
133000 372.985 8.36831 0.67534 1229.26 964.194 265.066 4.8885 -0.00048885
134000 373.1 23.9265 0.67534 1231.52 964.491 267.031 7.39845 -0.000739845
135000 373.254 -13.2412 0.67534 1228.59 964.89 263.7 -0.687872 6.87872e-05
136000 373.241 -26.093 0.67534 1228.39 964.856 263.537 2.00135 -0.000200135
137000 372.846 26.9685 0.67534 1231.11 963.834 267.279 -17.6229 0.00176229
138000 373.228 -20.9916 0.67534 1231.37 964.823 266.551 10.3786 -0.00103786
139000 373.324 19.1269 0.67534 1233.65 965.07 268.575 -16.0431 0.00160431
140000 373.292 -14.3801 0.67534 1234.38 964.987 269.395 13.128 -0.0013128
141000 372.695 29.9665 0.67534 1230.92 963.444 267.476 -12.8099 0.00128099
142000 373.647 -48.3696 0.67534 1232.41 965.905 266.5 11.9019 -0.00119019
143000 372.74 15.8869 0.67534 1228.39 963.56 264.832 -31.8596 0.00318596
144000 373.397 7.46353 0.67534 1233.64 965.259 268.377 36.4295 -0.00364295
145000 372.89 -28.9347 0.67534 1232.49 963.947 268.546 -0.522554 5.22554e-05
146000 373.309 16.8934 0.67534 1234.79 965.032 269.755 7.82571 -0.000782571
147000 373.34 73.5457 0.67534 1234.06 965.113 268.944 22.343 -0.0022343
148000 373.149 6.05435 0.67534 1232.7 964.617 268.086 -10.685 0.0010685
149000 372.795 17.2989 0.67534 1226.78 963.702 263.076 19.3822 -0.00193822
150000 373.471 30.4858 0.67534 1233.75 965.45 268.296 -26.1281 0.00261281
151000 373.048 9.53634 0.67534 1232.95 964.357 268.592 5.47911 -0.000547911
152000 373.115 20.8701 0.67534 1230.92 964.53 266.391 -18.7659 0.00187659
153000 373.115 62.4774 0.67534 1233.74 964.529 269.212 -6.87305 0.000687305
154000 373.266 12.2839 0.67534 1231.48 964.921 266.561 7.4223 -0.00074223
155000 372.937 60.253 0.67534 1231.56 964.069 267.487 17.6008 -0.00176008
156000 373.284 50.3413 0.67534 1233.89 964.968 268.926 4.02109 -0.000402109
157000 373.213 9.70091 0.67534 1232.6 964.784 267.818 -14.822 0.0014822
158000 373.01 18.3821 0.67534 1229.31 964.259 265.05 -22.2002 0.00222002
159000 373.235 28.7102 0.67534 1233.86 964.84 269.024 18.1672 -0.00181672
160000 373.093 -2.39227 0.67534 1232.63 964.474 268.159 -13.2609 0.00132609
161000 373.361 -1.23502 0.67534 1232.63 965.165 267.466 -29.7822 0.00297822
162000 372.842 -1.02681 0.67534 1231.85 963.824 268.024 -15.1612 0.00151612
163000 373.362 19.8558 0.67534 1236.63 965.168 271.46 4.49771 -0.000449771
164000 373.044 2.91436 0.67534 1231.22 964.346 266.878 -35.4566 0.00354566
165000 373.212 -0.234624 0.67534 1232.46 964.78 267.682 -2.52729 0.000252729
166000 373.1 -18.6801 0.67534 1233.7 964.49 269.209 3.68631 -0.000368631
167000 373.174 -12.8988 0.67534 1236.25 964.682 271.567 9.521 -0.0009521
168000 373.049 12.5094 0.67534 1230.74 964.359 266.385 -11.3499 0.00113499
169000 373.257 -0.588777 0.67534 1230.32 964.896 265.421 -18.7438 0.00187438
170000 372.947 -10.632 0.67534 1229.2 964.096 265.103 -28.3301 0.00283301
171000 373.331 23.4835 0.67534 1230.96 965.087 265.878 2.50961 -0.000250961
172000 373.022 -5.35906 0.67534 1226.48 964.289 262.191 6.77863 -0.000677863
173000 373.466 15.22 0.67534 1231.19 965.437 265.755 -43.6725 0.00436725
174000 373.091 22.8574 0.67534 1231.95 964.468 267.485 -14.9861 0.00149861
175000 372.947 2.34656 0.67534 1234.82 964.096 270.728 -17.1144 0.00171144
176000 373.344 15.5776 0.67534 1231.85 965.122 266.727 7.40061 -0.000740061
177000 373.34 -7.37904 0.67534 1229.54 965.11 264.425 -32.1813 0.00321813
178000 372.985 -26.7659 0.67534 1228.43 964.193 264.232 -13.4966 0.00134966
179000 372.902 4.19709 0.67534 1231.95 963.979 267.972 -22.1099 0.00221099
180000 373.272 39.9994 0.67534 1235.84 964.936 270.904 -3.13161 0.000313161
181000 373.067 5.18109 0.67534 1228.79 964.405 264.38 -10.645 0.0010645
182000 373.308 4.31614 0.67534 1234.99 965.029 269.963 -17.6875 0.00176875
183000 373.107 20.6527 0.67534 1232.82 964.508 268.307 -11.7904 0.00117904
184000 373.031 3.4521 0.67534 1231.96 964.314 267.647 14.8966 -0.00148966
185000 373.3 -18.4994 0.67534 1227.51 965.008 262.505 -14.2998 0.00142998
186000 373 -8.3281 0.67534 1229.96 964.232 265.723 1.69704 -0.000169704
187000 373.131 -32.0119 0.67534 1230.34 964.571 265.773 -5.51055 0.000551055
188000 373.251 27.1208 0.67534 1233.47 964.881 268.587 -9.91919 0.000991919
189000 373.048 5.99129 0.67534 1231.78 964.356 267.425 -9.50584 0.000950584
190000 373.154 23.82 0.67534 1233.6 964.63 268.967 -2.92982 0.000292982
191000 373.275 10.321 0.67534 1234.12 964.943 269.178 -29.9888 0.00299888
192000 373.131 67.125 0.67534 1229.19 964.571 264.624 -27.9667 0.00279667
193000 373.069 65.7941 0.67534 1227.2 964.411 262.79 -18.487 0.0018487
194000 373.35 25.0845 0.67534 1230.17 965.137 265.036 -15.4145 0.00154145
195000 372.907 -3.91226 0.67534 1226.81 963.991 262.815 10.2333 -0.00102333
196000 373.1 24.8212 0.67534 1231.49 964.492 267.003 6.89879 -0.000689879
197000 372.964 62.6119 0.67534 1231.37 964.139 267.23 3.90497 -0.000390497
198000 373.548 38.7021 0.67534 1232.19 965.648 266.545 -18.4493 0.00184493
199000 373.286 -10.663 0.67534 1226.99 964.972 262.018 4.30044 -0.000430044
200000 373.26 -8.87287 0.67534 1233.24 964.905 268.338 -27.6515 0.00276515
201000 372.905 -5.19746 0.67534 1232.69 963.986 268.706 -3.27034 0.000327034
202000 373.031 -4.00798 0.67534 1234.19 964.313 269.873 -9.74399 0.000974399
203000 373.277 40.3188 0.67534 1232.98 964.948 268.028 -4.52011 0.000452011
204000 373.205 7.15132 0.67534 1231.48 964.762 266.722 12.1348 -0.00121348
205000 373.154 -28.1576 0.67534 1232.36 964.63 267.731 -28.4003 0.00284003
206000 373.244 17.8683 0.67534 1229.61 964.864 264.751 -19.1411 0.00191411
207000 372.954 8.20758 0.67534 1231.85 964.113 267.74 -39.1328 0.00391328
208000 373.416 1.19599 0.67534 1237.05 965.309 271.745 -10.783 0.0010783
209000 372.887 -22.5931 0.67534 1228.82 963.939 264.883 -36.3991 0.00363991
210000 373.136 15.5505 0.67534 1228.04 964.585 263.454 -0.0539569 5.39569e-06
211000 373.151 -3.83953 0.67534 1231.52 964.622 266.899 17.0314 -0.00170314
212000 373.442 17.8167 0.67534 1231.19 965.376 265.815 6.10054 -0.000610054
213000 373.053 -19.7438 0.67534 1228.41 964.37 264.041 -32.1228 0.00321228
214000 373.093 -17.9193 0.67534 1233.3 964.472 268.832 -5.7468 0.00057468
215000 372.857 -5.68514 0.67534 1233.09 963.863 269.229 -2.43296 0.000243296
216000 373.348 -10.7242 0.67534 1232.58 965.132 267.452 -7.4681 0.00074681
217000 373.238 10.2064 0.67534 1228.44 964.848 263.587 0.337764 -3.37764e-05
218000 372.788 5.4313 0.67534 1228.88 963.684 265.191 -28.4696 0.00284696
219000 373.361 35.5335 0.67534 1230.3 965.166 265.137 -8.68161 0.000868161
220000 373.196 60.4073 0.67534 1228.58 964.738 263.843 -11.4716 0.00114716
221000 373.429 86.0481 0.67534 1229.19 965.341 263.85 27.5733 -0.00275733
222000 373.039 13.099 0.67534 1224.47 964.333 260.133 -24.9332 0.00249332
223000 373.036 6.76583 0.67534 1226.5 964.326 262.178 -18.2644 0.00182644
224000 372.996 -4.175 0.67534 1226.34 964.223 262.114 -13.3542 0.00133542
225000 373.331 -14.9802 0.67534 1227.67 965.088 262.582 8.47783 -0.000847783
226000 373.06 31.1297 0.67534 1229.48 964.388 265.088 5.95808 -0.000595808
227000 373.089 15.1893 0.67534 1231.45 964.463 266.987 -9.24173 0.000924173
228000 373.388 0.679517 0.67534 1231.58 965.235 266.341 -5.31807 0.000531807
229000 373.183 17.4088 0.67534 1232.81 964.705 268.107 -9.83807 0.000983807
230000 372.93 0.672932 0.67534 1226.27 964.053 262.215 -9.77991 0.000977991
231000 373.126 20.5869 0.67534 1228.9 964.559 264.337 8.59568 -0.000859568
232000 373.073 -26.9456 0.67534 1229.95 964.421 265.533 -19.9239 0.00199239
233000 373.373 -27.1495 0.67534 1234.12 965.197 268.921 -11.3792 0.00113792
234000 372.801 -36.7682 0.67534 1230.52 963.719 266.803 -0.866098 8.66098e-05
235000 373.184 -29.4572 0.67534 1234.1 964.708 269.391 35.3629 -0.00353629
236000 373.173 -46.1801 0.67534 1229.84 964.681 265.158 11.3472 -0.00113472
237000 373.078 -25.7652 0.67534 1227.23 964.433 262.792 -1.13428 0.000113428
238000 373.236 -18.8038 0.67534 1228.96 964.843 264.12 -10.7296 0.00107296
239000 373.067 8.91102 0.67534 1231 964.406 266.592 -10.8638 0.00108638
240000 373.22 33.3664 0.67534 1233.87 964.802 269.065 -5.31374 0.000531374
241000 373.379 -58.7111 0.67534 1228.47 965.213 263.259 0.607981 -6.07981e-05
242000 373.031 -20.934 0.67534 1231.18 964.313 266.864 -8.62872 0.000862872
243000 373.297 3.56617 0.67534 1234.41 965.001 269.408 0.45699 -4.5699e-05
244000 373.167 13.8009 0.67534 1233.15 964.663 268.486 4.69252 -0.000469252
245000 373.081 -6.92934 0.67534 1227.47 964.443 263.027 18.3526 -0.00183526
246000 372.676 -47.4527 0.67534 1224.28 963.396 260.888 16.7599 -0.00167599
247000 373.626 15.3618 0.67534 1231.38 965.851 265.532 22.7851 -0.00227851
248000 373.266 -15.8369 0.67534 1225.47 964.92 260.547 -5.01814 0.000501814
249000 372.754 -19.868 0.67534 1228.73 963.597 265.132 19.0016 -0.00190016
250000 373.608 8.3381 0.67534 1233.34 965.804 267.538 -22.8023 0.00228023
251000 373.066 4.34729 0.67534 1232.01 964.402 267.613 24.5307 -0.00245307
252000 373.043 1.85816 0.67534 1226.99 964.344 262.642 -24.5142 0.00245142
253000 373.415 11.0582 0.67534 1232.24 965.306 266.938 24.5441 -0.00245441
254000 372.948 -16.1365 0.67534 1231.47 964.098 267.372 15.7889 -0.00157889
255000 373.139 8.17297 0.67534 1233.05 964.591 268.459 25.275 -0.0025275
256000 373.075 18.7129 0.67534 1233.18 964.427 268.756 14.0739 -0.00140739
257000 373.188 33.3302 0.67534 1233.23 964.718 268.516 48.0661 -0.00480661
258000 373.216 27.1966 0.67534 1232.08 964.792 267.288 5.69809 -0.000569809
259000 373.112 -3.99651 0.67534 1231.47 964.522 266.948 -2.87768 0.000287768
260000 373.107 -16.6971 0.67534 1232.26 964.509 267.753 -11.1167 0.00111167
261000 373.169 23.2343 0.67534 1229.87 964.669 265.199 9.46795 -0.000946795
262000 373.036 4.9966 0.67534 1231.8 964.327 267.472 10.0521 -0.00100521
263000 373.381 60.5669 0.67534 1232.91 965.216 267.693 -19.9775 0.00199775
264000 373.156 58.154 0.67534 1233.68 964.635 269.049 -18.385 0.0018385
265000 373.035 22.2184 0.67534 1231.83 964.322 267.513 -17.9987 0.00179987
266000 372.925 11.8715 0.67534 1233.64 964.039 269.605 4.64702 -0.000464702
267000 373.031 -21.9964 0.67534 1230.51 964.314 266.196 25.4607 -0.00254607
268000 373.077 -11.3713 0.67534 1228.27 964.431 263.839 6.84907 -0.000684907
269000 373.261 -19.0601 0.67534 1231.06 964.907 266.153 -8.96213 0.000896213
270000 373.349 -38.0431 0.67534 1232.99 965.135 267.852 -18.8086 0.00188086
271000 373.323 -28.5985 0.67534 1229.54 965.067 264.471 -18.7623 0.00187623
272000 373.039 -10.3792 0.67534 1227.63 964.334 263.3 -14.5455 0.00145455
273000 373.054 33.317 0.67534 1229.71 964.371 265.34 -21.9638 0.00219638
274000 372.979 8.73972 0.67534 1229.63 964.178 265.449 -18.6327 0.00186327
275000 373.378 7.03121 0.67534 1229.86 965.209 264.654 0.210022 -2.10022e-05
276000 373.09 -5.89166 0.67534 1228.76 964.466 264.295 -0.727013 7.27013e-05
277000 373.012 4.13338 0.67534 1228.48 964.263 264.214 -23.0288 0.00230288
278000 373.48 24.0241 0.67534 1234.29 965.473 268.82 29.2351 -0.00292351
279000 373.078 42.2944 0.67534 1232.49 964.435 268.056 -18.7806 0.00187806
280000 373.304 28.1508 0.67534 1228.88 965.018 263.862 -7.48119 0.000748119
281000 372.968 -17.2921 0.67534 1225.47 964.15 261.32 1.63359 -0.000163359
282000 373.462 18.4583 0.67534 1230.33 965.427 264.902 9.16338 -0.000916338
283000 373.001 -32.7956 0.67534 1227.12 964.235 262.881 -19.9655 0.00199655
284000 372.914 -12.2835 0.67534 1225.9 964.01 261.893 -19.0545 0.00190545
285000 373.225 51.3511 0.67534 1227.44 964.815 262.625 -28.4982 0.00284982
286000 373.261 -8.91122 0.67534 1228.39 964.908 263.481 -8.41091 0.000841091
287000 372.903 -32.9246 0.67534 1231.22 963.983 267.236 -7.31538 0.000731538
288000 373.436 -4.88639 0.67534 1233.86 965.36 268.495 8.6222 -0.00086222
289000 373.308 42.5011 0.67534 1230.54 965.028 265.514 -18.9177 0.00189177
290000 372.607 6.26929 0.67534 1224.44 963.216 261.225 6.95119 -0.000695119
291000 373.372 38.5997 0.67534 1232.09 965.195 266.893 -1.38089 0.000138089
292000 373.416 -4.84457 0.67534 1229.15 965.307 263.847 7.88237 -0.000788237
293000 372.907 31.0497 0.67534 1228.08 963.991 264.085 2.27262 -0.000227262
294000 373.065 32.8501 0.67534 1230.42 964.4 266.018 0.37387 -3.7387e-05
295000 373.336 38.0587 0.67534 1230.03 965.101 264.926 -29.9347 0.00299347
296000 373.149 31.7576 0.67534 1229.55 964.618 264.932 22.2779 -0.00222779
297000 372.916 34.8774 0.67534 1229.15 964.015 265.13 -21.0034 0.00210034
298000 373.19 -17.4989 0.67534 1230.25 964.725 265.526 -6.73354 0.000673354
299000 373.176 6.17044 0.67534 1228.75 964.687 264.06 15.9033 -0.00159033
300000 373.468 22.0699 0.67534 1233.65 965.442 268.207 -23.5176 0.00235176
301000 372.788 -28.426 0.67534 1226.05 963.683 262.364 -8.40096 0.000840096
302000 373.302 34.2361 0.67534 1233.81 965.013 268.797 2.97614 -0.000297614
303000 373.231 -13.9216 0.67534 1235.11 964.829 270.283 -4.0904 0.00040904
304000 373.099 2.81684 0.67534 1233.99 964.488 269.504 -7.9615 0.00079615
305000 373.202 -57.033 0.67534 1233.64 964.754 268.888 -9.74563 0.000974563
306000 373.272 -12.4865 0.67534 1231.93 964.936 266.998 38.4479 -0.00384479
307000 372.916 0.182568 0.67534 1231.84 964.016 267.821 20.3227 -0.00203227
308000 372.939 -5.71879 0.67534 1233.38 964.075 269.302 -8.17347 0.000817347
309000 373.674 58.5696 0.67534 1236.66 965.975 270.683 5.3984 -0.00053984
310000 372.712 23.9775 0.67534 1228.74 963.487 265.256 -24.6616 0.00246616
311000 373.204 -3.75631 0.67534 1230.62 964.759 265.86 -31.5558 0.00315558
312000 373.067 6.92828 0.67534 1229.06 964.407 264.655 -18.9051 0.00189051
313000 373.33 17.8219 0.67534 1230.32 965.086 265.236 5.67961 -0.000567961
314000 373.167 1.73668 0.67534 1230.95 964.663 266.29 14.8136 -0.00148136
315000 373.13 4.94817 0.67534 1229.99 964.57 265.425 25.4916 -0.00254916
316000 372.983 -6.49285 0.67534 1230.24 964.189 266.051 6.97533 -0.000697533
317000 373.204 -19.1838 0.67534 1229.73 964.76 264.967 6.05014 -0.000605014
318000 373.172 -37.5002 0.67534 1226.54 964.678 261.866 8.47842 -0.000847842
319000 373.306 -1.5797 0.67534 1232.25 965.023 267.227 -27.1684 0.00271684
320000 372.87 -20.9334 0.67534 1232.87 963.896 268.974 -6.98584 0.000698584
321000 373.437 -42.6474 0.67534 1232.22 965.363 266.855 -6.24789 0.000624789
322000 373.022 -32.2627 0.67534 1231.28 964.289 266.993 13.4004 -0.00134004
323000 373.408 -21.923 0.67534 1234.44 965.287 269.152 -18.1292 0.00181292
324000 372.804 0.357102 0.67534 1231.1 963.727 267.376 -42.4549 0.00424549
325000 373.002 16.0097 0.67534 1234.93 964.238 270.694 -57.478 0.0057478
326000 373.446 -6.59229 0.67534 1233.11 965.386 267.72 -3.36131 0.000336131
327000 373.061 -37.8949 0.67534 1231.27 964.39 266.883 9.50961 -0.000950961
328000 373.375 -17.9371 0.67534 1232.33 965.203 267.13 -22.5582 0.00225582
