# Time-averaged data for fix thermo_ave
# TimeStep v_T v_p v_rho v_Etot v_Ekin v_Epot v_pyz v_eta
2942000 373.378 1032.9 0.76028 957.279 965.211 -7.9313 -44.5872 0.000445872
2943000 372.9 1004.47 0.76028 956.955 963.975 -7.02049 -87.2733 0.000872733
2944000 373.219 1023.92 0.76028 957.562 964.799 -7.23688 -40.9881 0.000409881
2945000 373.479 982.788 0.76028 956.607 965.47 -8.86297 -67.3673 0.000673673
2946000 372.68 1001.79 0.76028 953.936 963.406 -9.46933 -48.3607 0.000483607
2947000 373.466 1048.35 0.76028 959.917 965.437 -5.52 -54.8423 0.000548423
2948000 372.973 1017.71 0.76028 958.306 964.162 -5.85525 -82.6485 0.000826485
2949000 373.32 1014.58 0.76028 960.134 965.06 -4.92534 -54.649 0.00054649
2950000 372.979 976.459 0.76028 955.818 964.179 -8.36071 -32.2327 0.000322327
2951000 373.144 980.088 0.76028 956.952 964.604 -7.65137 -9.8276 9.8276e-05
2952000 373.053 1000.49 0.76028 954.995 964.369 -9.37352 -61.9103 0.000619103
2953000 373.59 1003.15 0.76028 960.932 965.759 -4.82652 -90.2725 0.000902725
2954000 372.848 978.365 0.76028 956.273 963.839 -7.56606 -57.5682 0.000575682
2955000 372.925 991.265 0.76028 957.211 964.038 -6.82716 -73.2003 0.000732003
2956000 373.224 1047.29 0.76028 961.81 964.812 -3.00231 -99.084 0.00099084
2957000 372.989 1001.15 0.76028 959.244 964.204 -4.96003 -46.8703 0.000468703
2958000 373.135 986.076 0.76028 956.186 964.582 -8.39573 -94.0501 0.000940501
2959000 373.63 994.658 0.76028 957.822 965.86 -8.03848 -99.7493 0.000997493
2960000 372.889 1006.46 0.76028 960.471 963.947 -3.47566 -43.5638 0.000435638
2961000 373.214 950.318 0.76028 956.397 964.786 -8.38851 -47.0911 0.000470911
2962000 373.139 971.477 0.76028 953.153 964.592 -11.439 -23.5042 0.000235042
2963000 373.124 1017.5 0.76028 956.083 964.553 -8.4704 -51.9017 0.000519017
2964000 373.281 1007.76 0.76028 956.766 964.959 -8.193 -98.0268 0.000980268
2965000 373.009 1005.23 0.76028 957.223 964.255 -7.03199 -90.1748 0.000901748
2966000 373.056 1004.33 0.76028 958.913 964.378 -5.46428 -72.6487 0.000726487
2967000 373.346 982.097 0.76028 961.157 965.128 -3.97128 -64.2226 0.000642226
2968000 373.181 967.458 0.76028 957.189 964.702 -7.5125 -35.302 0.00035302
2969000 373.202 954.391 0.76028 955.688 964.755 -9.06681 -56.4694 0.000564694
2970000 372.855 986.86 0.76028 957.355 963.858 -6.50386 -73.8483 0.000738483
2971000 373.373 1008.57 0.76028 960.547 965.196 -4.64904 -35.9442 0.000359442
2972000 373.164 1012.4 0.76028 957.842 964.658 -6.81559 -34.5359 0.000345359
2973000 373.239 1006.46 0.76028 960.135 964.851 -4.71668 -36.7022 0.000367022
2974000 372.827 989.649 0.76028 955.908 963.784 -7.87611 3.26034 -3.26034e-05
2975000 373.386 972.767 0.76028 957.441 965.23 -7.78896 -54.8252 0.000548252
2976000 373.114 961.897 0.76028 955.155 964.528 -9.37315 -60.8557 0.000608557
2977000 372.883 942.993 0.76028 955.323 963.929 -8.60621 -56.6723 0.000566723
2978000 373.321 974.732 0.76028 958.197 965.061 -6.86428 -49.9532 0.000499532
2979000 373 1041.02 0.76028 961.578 964.232 -2.65381 -51.1907 0.000511907
2980000 373.339 988.455 0.76028 960.504 965.108 -4.60403 -91.7474 0.000917474
2981000 373.375 1008.27 0.76028 961 965.201 -4.2015 -89.7211 0.000897211
2982000 372.913 962.829 0.76028 959.023 964.006 -4.98337 -84.2209 0.000842209
2983000 373.174 993.339 0.76028 957.855 964.682 -6.82673 -66.2044 0.000662044
2984000 373.408 990.688 0.76028 959.416 965.286 -5.87018 -76.7537 0.000767537
2985000 372.908 998.043 0.76028 961.35 963.995 -2.64497 -75.8384 0.000758384
2986000 373.318 968.894 0.76028 957.434 965.055 -7.62057 -41.3762 0.000413762
2987000 373.018 995.866 0.76028 958.153 964.28 -6.12721 -53.5637 0.000535637
2988000 373.227 994.352 0.76028 957.772 964.819 -7.04721 -27.556 0.00027556
2989000 373.01 929.183 0.76028 955.171 964.257 -9.0866 -70.3612 0.000703612
2990000 373.159 1019.52 0.76028 958.237 964.643 -6.40629 -85.9751 0.000859751
2991000 373.296 994.788 0.76028 961.71 964.998 -3.28809 -58.7958 0.000587958
2992000 372.994 950.457 0.76028 955.874 964.216 -8.34189 -45.4747 0.000454747
2993000 372.962 952.081 0.76028 953.424 964.133 -10.7091 -12.2023 0.000122023
2994000 373.506 995.212 0.76028 959.066 965.54 -6.4732 -54.9505 0.000549505
2995000 372.692 1023.04 0.76028 953.453 963.437 -9.98405 -83.0112 0.000830112
2996000 373.503 1001.99 0.76028 956.092 965.532 -9.44078 -93.646 0.00093646
2997000 373.208 998.659 0.76028 952.104 964.771 -12.6661 -39.418 0.00039418
2998000 373.165 995.319 0.76028 955.589 964.659 -9.07077 -53.5477 0.000535477
2999000 372.942 955.654 0.76028 954.786 964.083 -9.29643 -59.5672 0.000595672
3000000 373.141 963.335 0.76028 956.523 964.597 -8.07356 -50.6789 0.000506789
3001000 373.396 969.066 0.76028 960.089 965.255 -5.16616 -107.64 0.0010764
3002000 373.017 978.615 0.76028 959.302 964.278 -4.97586 -70.437 0.00070437
3003000 373.1 967.347 0.76028 956.283 964.492 -8.20872 -138.004 0.00138004
3004000 373.497 1060.9 0.76028 963.836 965.518 -1.68215 -77.9969 0.000779969
3005000 372.676 988.153 0.76028 952.868 963.395 -10.5265 -68.1753 0.000681753
3006000 373.413 1016.99 0.76028 958.738 965.301 -6.56322 -50.719 0.00050719
3007000 373.11 1003.98 0.76028 954.414 964.516 -10.1029 -109.186 0.00109186
3008000 373.185 1053.29 0.76028 958.087 964.712 -6.62533 -69.1543 0.000691543
3009000 373.048 1061.35 0.76028 958.314 964.356 -6.04262 -50.1656 0.000501656
3010000 373.673 1036.8 0.76028 960.434 965.972 -5.53843 -32.8409 0.000328409
3011000 372.698 1025.81 0.76028 953.861 963.452 -9.59179 -42.8037 0.000428037
3012000 373.294 1053.47 0.76028 959.086 964.993 -5.90629 -20.4244 0.000204244
3013000 373.322 1006.05 0.76028 955.768 965.066 -9.29759 -30.8223 0.000308223
3014000 372.502 989.165 0.76028 951.733 962.946 -11.213 -30.1258 0.000301258
3015000 373.34 991.043 0.76028 955.18 965.112 -9.93193 -93.6425 0.000936425
3016000 373.043 1024.1 0.76028 958.355 964.345 -5.98994 -49.5274 0.000495274
3017000 373.292 996.845 0.76028 956.938 964.988 -8.04974 -54.8933 0.000548933
3018000 373.294 1035.51 0.76028 957.505 964.993 -7.48836 -116.642 0.00116642
3019000 372.997 1038.14 0.76028 958.671 964.226 -5.55439 -44.5612 0.000445612
3020000 373.276 1038.22 0.76028 953.782 964.947 -11.1641 -81.3212 0.000813212
3021000 373.386 1026.58 0.76028 956.671 965.231 -8.55932 -38.4104 0.000384104
3022000 373.04 1007.88 0.76028 956.953 964.335 -7.38182 -66.7902 0.000667902
3023000 373.055 1065.99 0.76028 955.301 964.374 -9.07319 -31.1694 0.000311694
3024000 372.981 995.829 0.76028 956.111 964.184 -8.07355 -51.5726 0.000515726
3025000 373.14 985.821 0.76028 958.034 964.593 -6.55937 -48.4641 0.000484641
3026000 373.169 1029.97 0.76028 961.344 964.67 -3.32633 -91.2986 0.000912986
3027000 373.225 945.578 0.76028 957.433 964.815 -7.38228 -23.2084 0.000232084
3028000 373.314 1010.37 0.76028 964.311 965.045 -0.733494 -40.1274 0.000401274
3029000 372.699 988.012 0.76028 954.707 963.454 -8.74742 -96.935 0.00096935
3030000 373.708 1007.52 0.76028 962.482 966.062 -3.57978 -67.3675 0.000673675
3031000 372.921 990.31 0.76028 956.732 964.029 -7.29636 -57.3822 0.000573822
3032000 373.256 1001.39 0.76028 960.127 964.895 -4.76783 -90.2938 0.000902938
3033000 372.887 997.157 0.76028 956.544 963.941 -7.39786 -69.4573 0.000694573
3034000 373.189 933.617 0.76028 955.18 964.722 -9.54155 -76.9043 0.000769043
3035000 373.38 964.189 0.76028 955.881 965.214 -9.33219 -21.8979 0.000218979
3036000 372.954 989.743 0.76028 956.816 964.113 -7.29761 -55.393 0.00055393
3037000 373.305 983.724 0.76028 957.043 965.02 -7.977 -38.3504 0.000383504
3038000 373.087 975.53 0.76028 961.696 964.457 -2.76038 -59.7688 0.000597688
3039000 373.235 964.292 0.76028 954.381 964.841 -10.4595 -12.8322 0.000128322
3040000 372.943 1034.84 0.76028 956.456 964.084 -7.62776 -62.4791 0.000624791
3041000 373.316 1024.85 0.76028 959.026 965.05 -6.02354 -82.4581 0.000824581
3042000 373.085 990.176 0.76028 960.738 964.452 -3.71465 -63.051 0.00063051
3043000 373.078 1054.22 0.76028 964.54 964.435 0.105776 -10.8334 0.000108334
3044000 373.338 1018.7 0.76028 959.933 965.106 -5.17267 -82.4325 0.000824325
3045000 372.885 1002.69 0.76028 959.338 963.936 -4.59739 -123.002 0.00123002
3046000 373.142 1048.39 0.76028 965.418 964.6 0.817503 -38.0111 0.000380111
3047000 373.031 999.931 0.76028 962.397 964.311 -1.91405 -88.1874 0.000881874
3048000 373.606 1012.92 0.76028 960.046 965.798 -5.75206 -81.4661 0.000814661
3049000 373.064 1015.07 0.76028 956.317 964.399 -8.08213 -31.0645 0.000310645
3050000 372.886 1009.52 0.76028 960.572 963.938 -3.36632 -60.3086 0.000603086
3051000 373.36 1022.15 0.76028 961.119 965.164 -4.0449 -72.118 0.00072118
3052000 373.101 1021.39 0.76028 957.549 964.494 -6.94519 -39.3476 0.000393476
3053000 373.252 1006.19 0.76028 957.77 964.885 -7.11545 -28.306 0.00028306
3054000 373.047 994.105 0.76028 954.881 964.355 -9.47409 -52.0732 0.000520732
3055000 373.167 1014.24 0.76028 958.027 964.664 -6.6369 -13.2198 0.000132198
3056000 373.068 1034.33 0.76028 955.652 964.409 -8.75743 -54.0562 0.000540562
3057000 373.264 1060.4 0.76028 961.746 964.915 -3.16914 -64.7058 0.000647058
3058000 373.064 1045.78 0.76028 954.611 964.398 -9.78705 -33.6802 0.000336802
3059000 372.973 1017.75 0.76028 955.759 964.164 -8.40491 -58.3625 0.000583625
3060000 373.312 1062.91 0.76028 968.484 965.038 3.4457 -130.222 0.00130222
3061000 373.138 1031.08 0.76028 959.722 964.59 -4.86804 -48.4354 0.000484354
3062000 372.848 1043.33 0.76028 959.065 963.84 -4.77468 -49.8076 0.000498076
3063000 373.649 1044.53 0.76028 960.433 965.91 -5.4765 -84.9476 0.000849476
3064000 372.965 1077.25 0.76028 959.249 964.142 -4.89284 -87.5185 0.000875185
3065000 373.013 1010.53 0.76028 951.291 964.267 -12.9754 -54.7153 0.000547153
3066000 373.394 1027.29 0.76028 957.299 965.25 -7.95059 -61.8259 0.000618259
3067000 373.016 1035.1 0.76028 957.898 964.275 -6.37641 -88.544 0.00088544
3068000 373.225 1048.27 0.76028 958.198 964.813 -6.61533 -68.4742 0.000684742
3069000 373.277 1037.86 0.76028 955.475 964.948 -9.47368 -87.6636 0.000876636
3070000 373.155 981.885 0.76028 952.355 964.633 -12.2775 -95.5585 0.000955585
3071000 372.855 1061.02 0.76028 954.352 963.859 -9.50617 -67.9843 0.000679843
3072000 373.26 1010.01 0.76028 952.484 964.906 -12.422 -61.4468 0.000614468
3073000 373.188 1027.68 0.76028 954.052 964.72 -10.6678 -62.4358 0.000624358
3074000 373.004 1008.01 0.76028 953.322 964.243 -10.9203 -109.495 0.00109495
3075000 373.461 1058.19 0.76028 958.742 965.425 -6.68228 -110.091 0.00110091
3076000 372.809 1015.67 0.76028 949.503 963.739 -14.2353 -98.8628 0.000988628
3077000 373.64 1027.38 0.76028 958.833 965.887 -7.05379 -84.4877 0.000844877
3078000 373.22 1040.15 0.76028 954.743 964.801 -10.0574 -83.2351 0.000832351
3079000 372.839 1049.56 0.76028 952.378 963.815 -11.4376 -61.2431 0.000612431
3080000 372.818 1035.1 0.76028 952.35 963.763 -11.4133 -69.1864 0.000691864
3081000 373.058 1017.06 0.76028 952.491 964.381 -11.8901 -65.8602 0.000658602
3082000 373.518 1005.29 0.76028 958.191 965.571 -7.38002 -46.5368 0.000465368
3083000 373.194 1025.93 0.76028 956.963 964.734 -7.77077 -47.8669 0.000478669
3084000 373.008 1036.7 0.76028 956.255 964.253 -7.99754 -79.5589 0.000795589
3085000 373.166 987.54 0.76028 955.46 964.662 -9.20172 -71.1977 0.000711977
3086000 373.377 1021.29 0.76028 958.495 965.206 -6.711 -97.0756 0.000970756
3087000 373.111 1030.01 0.76028 964.445 964.52 -0.0754957 -85.5173 0.000855173
3088000 373.116 1005.02 0.76028 958.388 964.532 -6.14427 -82.5969 0.000825969
3089000 372.878 973.061 0.76028 953.791 963.917 -10.1264 -64.3602 0.000643602
3090000 373.264 989.892 0.76028 961.722 964.916 -3.19343 -109.466 0.00109466
3091000 373.3 995.392 0.76028 955.735 965.008 -9.27327 -91.7613 0.000917613
3092000 373.457 912.777 0.76028 958.201 965.414 -7.21277 -109.422 0.00109422
3093000 373.044 962.664 0.76028 954.558 964.346 -9.78744 -117.984 0.00117984
3094000 372.712 995.24 0.76028 951.94 963.488 -11.5487 -48.5365 0.000485365
3095000 373.36 931.494 0.76028 952.211 965.163 -12.9514 -62.8623 0.000628623
3096000 373.066 980.86 0.76028 952.251 964.404 -12.153 -41.6075 0.000416075
3097000 373.081 972.222 0.76028 950.38 964.442 -14.0615 -41.47 0.0004147
3098000 373.336 997.571 0.76028 955.258 965.101 -9.84382 -45.2442 0.000452442
3099000 372.954 1007.08 0.76028 955.686 964.115 -8.42843 -101.148 0.00101148
3100000 373.24 1017.08 0.76028 955.221 964.854 -9.63299 -89.2507 0.000892507
3101000 373.126 989.86 0.76028 954.291 964.558 -10.2667 -72.3234 0.000723234
3102000 373.12 998.996 0.76028 954.216 964.543 -10.327 -45.1094 0.000451094
3103000 373.326 988.366 0.76028 958.373 965.074 -6.70154 -90.3315 0.000903315
3104000 373.053 999.147 0.76028 954.969 964.37 -9.40159 -99.2593 0.000992593
3105000 372.882 1002.76 0.76028 955.011 963.929 -8.918 -68.7129 0.000687129
3106000 373.617 1008.66 0.76028 956.721 965.827 -9.10614 -38.5975 0.000385975
3107000 372.941 992.563 0.76028 954.98 964.08 -9.09928 -76.5688 0.000765688
3108000 373.209 1064.23 0.76028 959.291 964.774 -5.48269 -64.1478 0.000641478
3109000 373.082 1022.82 0.76028 955.624 964.444 -8.82002 -64.4935 0.000644935
3110000 373.041 1042.62 0.76028 961.32 964.338 -3.01819 -44.921 0.00044921
3111000 373.088 1011.77 0.76028 960.178 964.461 -4.28267 -40.2202 0.000402202
3112000 373.431 1044.84 0.76028 965.613 965.347 0.266207 -58.1952 0.000581952
3113000 373.166 1029.41 0.76028 964.88 964.663 0.217323 -79.8429 0.000798429
3114000 372.668 998.804 0.76028 960.356 963.374 -3.01752 -66.7004 0.000667004
3115000 373.536 1017.52 0.76028 961.296 965.619 -4.32296 -26.3516 0.000263516
3116000 373.228 1021.07 0.76028 958.754 964.821 -6.06757 -93.3151 0.000933151
3117000 373.207 1032.56 0.76028 960.391 964.769 -4.37751 -53.3516 0.000533516
3118000 372.832 1022.34 0.76028 956.788 963.798 -7.00993 -74.8048 0.000748048
3119000 373.312 1023.32 0.76028 961.759 965.038 -3.27951 -89.744 0.00089744
3120000 373.111 988.758 0.76028 958.182 964.519 -6.33655 -17.7687 0.000177687
3121000 373.322 992.911 0.76028 955.766 965.066 -9.30018 -77.0238 0.000770238
3122000 373.04 1054.39 0.76028 960.177 964.336 -4.15895 -55.695 0.00055695
3123000 373.064 1057.88 0.76028 960.8 964.397 -3.5975 -36.1576 0.000361576
3124000 372.877 992.849 0.76028 958.667 963.915 -5.24865 -58.7866 0.000587866
3125000 373.527 1013.51 0.76028 959.271 965.595 -6.32398 -76.8049 0.000768049
3126000 373.032 992.198 0.76028 956.377 964.314 -7.93729 -107.161 0.00107161
3127000 373.298 995.768 0.76028 959.34 965.003 -5.66333 -84.2258 0.000842258
3128000 373.233 1010.49 0.76028 955.666 964.836 -9.16944 -100.463 0.00100463
3129000 373.124 996.097 0.76028 950.33 964.553 -14.2239 -79.2941 0.000792941
3130000 373.013 1013.46 0.76028 958.944 964.265 -5.3214 -51.8376 0.000518376
3131000 373.154 1029.42 0.76028 955.847 964.629 -8.78249 -81.1842 0.000811842
3132000 372.955 960.963 0.76028 951.39 964.116 -12.7255 -63.0067 0.000630067
3133000 373.435 1037.14 0.76028 955.734 965.358 -9.62432 -45.2285 0.000452285
3134000 373 1029.15 0.76028 958.637 964.233 -5.59543 -51.1754 0.000511754
3135000 373.483 1005.57 0.76028 958.066 965.482 -7.4165 -73.9383 0.000739383
3136000 373.158 973.908 0.76028 957.517 964.641 -7.12381 -28.2109 0.000282109
3137000 372.888 971.457 0.76028 954.359 963.943 -9.5842 -93.7503 0.000937503
3138000 373.402 997.2 0.76028 958.912 965.273 -6.36066 -71.6952 0.000716952
3139000 373.134 983.438 0.76028 961.073 964.58 -3.5072 -57.0148 0.000570148
3140000 372.534 992.252 0.76028 957.448 963.028 -5.58026 -62.5609 0.000625609
3141000 373.699 1012.74 0.76028 960.55 966.038 -5.48794 -44.6956 0.000446956
3142000 372.81 979.141 0.76028 959.992 963.741 -3.74984 -101.071 0.00101071
3143000 373.469 1020.87 0.76028 960.48 965.446 -4.96569 -68.4819 0.000684819
3144000 372.804 985.248 0.76028 951.129 963.726 -12.5969 -81.3281 0.000813281
3145000 373.217 1032.03 0.76028 954.884 964.794 -9.91042 -47.5571 0.000475571
3146000 373.192 1019.42 0.76028 952.695 964.73 -12.0348 -57.5067 0.000575067
3147000 373.226 986.887 0.76028 954.557 964.818 -10.2608 -42.3428 0.000423428
3148000 373.204 1029.17 0.76028 954.734 964.759 -10.0246 -77.1617 0.000771617
3149000 373.263 1016.99 0.76028 954.466 964.912 -10.446 -42.6236 0.000426236
3150000 372.988 965.074 0.76028 952.639 964.201 -11.5616 5.49367 -5.49367e-05
3151000 373.183 1007.86 0.76028 957.942 964.706 -6.76445 -8.89211 8.89211e-05
3152000 373.235 1024.76 0.76028 960.456 964.841 -4.38503 -73.3435 0.000733435
3153000 373.113 968.611 0.76028 958.564 964.525 -5.96059 -64.5329 0.000645329
3154000 372.895 986.436 0.76028 955.556 963.961 -8.40471 -31.0491 0.000310491
3155000 373.134 1036.83 0.76028 960.93 964.579 -3.64858 -20.3623 0.000203623
3156000 373.648 999.64 0.76028 960.708 965.907 -5.19949 -28.9963 0.000289963
3157000 372.706 1016.14 0.76028 961.436 963.472 -2.03614 -69.5261 0.000695261
3158000 373.404 1017.27 0.76028 959.808 965.276 -5.46798 -80.4732 0.000804732
3159000 373.025 1036.78 0.76028 958.502 964.298 -5.79594 -89.3043 0.000893043
3160000 373.114 1050.7 0.76028 956.316 964.527 -8.21033 -48.7772 0.000487772
3161000 373.116 974.278 0.76028 957.888 964.533 -6.6446 -68.6998 0.000686998
3162000 373.112 1013.24 0.76028 959.193 964.521 -5.32867 -55.9892 0.000559892
3163000 373.302 1030.94 0.76028 960.629 965.013 -4.38417 -85.315 0.00085315
3164000 373.14 970.745 0.76028 957.826 964.595 -6.7699 -95.0548 0.000950548
3165000 373.183 968.225 0.76028 956.677 964.705 -8.028 -29.63 0.0002963
3166000 373.162 966.154 0.76028 960.711 964.653 -3.94201 -63.4115 0.000634115
3167000 372.865 970.666 0.76028 956.085 963.883 -7.79796 -83.8993 0.000838993
3168000 373.226 976.752 0.76028 960.99 964.816 -3.8254 -68.391 0.00068391
3169000 373.342 965.636 0.76028 955.664 965.115 -9.45118 -30.4494 0.000304494
3170000 373.188 993.898 0.76028 956.6 964.718 -8.11816 -37.099 0.00037099
3171000 373.11 971.59 0.76028 955.35 964.518 -9.16779 -34.1327 0.000341327
3172000 372.938 952.696 0.76028 953.602 964.073 -10.4715 -43.4027 0.000434027
3173000 373.053 990.834 0.76028 953.581 964.369 -10.7885 -24.6455 0.000246455
3174000 373.386 980.596 0.76028 956.06 965.231 -9.17047 -78.6753 0.000786753
3175000 373.042 1017.15 0.76028 954.593 964.342 -9.74887 -42.0942 0.000420942
3176000 373.126 973.032 0.76028 953.305 964.557 -11.2518 -29.4467 0.000294467
3177000 373.33 955.138 0.76028 957.275 965.086 -7.81087 -38.2057 0.000382057
3178000 373.29 944.98 0.76028 952.019 964.982 -12.9633 -52.4812 0.000524812
3179000 373.048 972.3 0.76028 953.766 964.357 -10.5905 -29.0188 0.000290188
3180000 372.925 948.829 0.76028 952.627 964.039 -11.4122 -53.9477 0.000539477
3181000 373.34 976.793 0.76028 958.643 965.112 -6.46905 -46.5815 0.000465815
3182000 373 976.213 0.76028 954.842 964.233 -9.39109 -73.7672 0.000737672
3183000 373.351 1025.35 0.76028 960.459 965.14 -4.68083 -24.1316 0.000241316
3184000 373.101 999.12 0.76028 957.952 964.493 -6.54142 -53.3964 0.000533964
3185000 373.027 949.039 0.76028 956.645 964.301 -7.65669 -68.3079 0.000683079
3186000 373.127 981.478 0.76028 953.958 964.56 -10.6015 -36.262 0.00036262
3187000 373.123 1021.23 0.76028 955.215 964.55 -9.3347 -51.1618 0.000511618
3188000 373.464 1027.59 0.76028 959.974 965.431 -5.45704 -59.4984 0.000594984
3189000 372.901 974.185 0.76028 951.929 963.977 -12.0484 -43.3043 0.000433043
3190000 373.275 978.002 0.76028 957.17 964.942 -7.77251 -14.5275 0.000145275
3191000 373.224 964.281 0.76028 957.355 964.811 -7.45664 -26.3229 0.000263229
3192000 372.832 993.1 0.76028 954.505 963.798 -9.2931 -60.5851 0.000605851
3193000 373.514 964.759 0.76028 959.421 965.56 -6.13859 -41.7112 0.000417112
3194000 372.797 942.134 0.76028 957.684 963.709 -6.02482 -52.1732 0.000521732
3195000 373.392 995.92 0.76028 961.097 965.247 -4.15017 -36.9582 0.000369582
3196000 373.131 1019.15 0.76028 960.297 964.571 -4.27332 -50.1933 0.000501933
3197000 373.366 982.622 0.76028 960.486 965.179 -4.69293 -61.7588 0.000617588
3198000 372.947 992.765 0.76028 960.001 964.097 -4.09579 -71.6361 0.000716361
3199000 373.115 972.194 0.76028 959.29 964.529 -5.23951 -16.2647 0.000162647
3200000 372.9 1009.14 0.76028 960.942 963.973 -3.03111 13.2209 -0.000132209
3201000 373.154 1038.06 0.76028 957.029 964.631 -7.60255 -71.5933 0.000715933
3202000 373.372 1003.74 0.76028 957.808 965.194 -7.38678 -86.5372 0.000865372
3203000 373.17 1026.65 0.76028 957.753 964.671 -6.91749 -136.402 0.00136402
3204000 373.035 1049.9 0.76028 955.269 964.322 -9.05261 -21.546 0.00021546
3205000 373.104 1001.65 0.76028 954.533 964.501 -9.96857 -35.7184 0.000357184
3206000 373.44 1042.45 0.76028 957.578 965.371 -7.79333 -78.679 0.00078679
3207000 372.989 1022.67 0.76028 956.917 964.204 -7.28777 -58.3144 0.000583144
3208000 373.233 1044.62 0.76028 958.372 964.834 -6.46177 -67.5045 0.000675045
3209000 373.217 1012.31 0.76028 957.245 964.793 -7.54824 -43.7163 0.000437163
3210000 373.278 1021.62 0.76028 961.244 964.952 -3.70768 -56.2644 0.000562644
3211000 372.786 1030.97 0.76028 955.402 963.678 -8.27552 -76.2171 0.000762171
3212000 373.397 1036.93 0.76028 960.348 965.26 -4.91184 -32.9808 0.000329808
3213000 373.059 989.635 0.76028 953.41 964.386 -10.9764 -35.8711 0.000358711
3214000 373.144 1029.16 0.76028 954.333 964.605 -10.2716 16.6656 -0.000166656
3215000 373.016 1040.05 0.76028 957.157 964.274 -7.11723 -71.808 0.00071808
3216000 373.293 1010.55 0.76028 956.815 964.989 -8.17374 -37.1328 0.000371328
3217000 373.239 978.334 0.76028 958.071 964.85 -6.77933 -49.2538 0.000492538
3218000 373.156 1049.11 0.76028 955.129 964.637 -9.50817 -51.1974 0.000511974
3219000 372.996 1051.72 0.76028 953.191 964.222 -11.0312 -56.8941 0.000568941
3220000 373.082 1070.45 0.76028 955.448 964.445 -8.9965 -90.019 0.00090019
3221000 372.834 1051.2 0.76028 950.523 963.803 -13.2804 -5.73989 5.73989e-05
3222000 373.489 1003.73 0.76028 956.321 965.497 -9.17591 -81.6473 0.000816473
3223000 373.28 994.034 0.76028 955.255 964.955 -9.70008 -29.4733 0.000294733
3224000 373.106 942.643 0.76028 952.154 964.507 -12.3531 -57.6675 0.000576675
3225000 373.068 981.403 0.76028 954.362 964.407 -10.0453 -21.2971 0.000212971
3226000 373.318 1007.57 0.76028 958.564 965.055 -6.49103 -39.5217 0.000395217
3227000 372.906 997.204 0.76028 956.549 963.989 -7.43929 -36.5065 0.000365065
3228000 373.461 963.002 0.76028 957.057 965.425 -8.36873 -72.3993 0.000723993
3229000 372.741 986.343 0.76028 956.65 963.562 -6.91165 -76.9985 0.000769985
3230000 373.1 999.04 0.76028 957.151 964.491 -7.33989 -24.3497 0.000243497
3231000 373.624 1016.89 0.76028 962.172 965.845 -3.67374 -48.9955 0.000489955
3232000 372.914 1000.64 0.76028 959.338 964.01 -4.67202 14.6626 -0.000146626
3233000 373.139 971.724 0.76028 962.218 964.591 -2.37386 -17.7885 0.000177885
3234000 373.315 967.039 0.76028 960.322 965.047 -4.72502 -46.3478 0.000463478
3235000 372.822 1065.35 0.76028 962.096 963.771 -1.6753 -91.7929 0.000917929
3236000 373.43 1006.79 0.76028 961.865 965.344 -3.47926 -42.849 0.00042849
3237000 373.36 934.815 0.76028 962.077 965.162 -3.08526 -45.7733 0.000457733
3238000 372.892 1029.55 0.76028 963.195 963.954 -0.759563 -8.20616 8.20616e-05
3239000 373.553 992.357 0.76028 964.548 965.662 -1.11343 -4.76357 4.76357e-05
3240000 372.802 1001.94 0.76028 961.448 963.722 -2.27389 12.9714 -0.000129714
3241000 372.94 966.668 0.76028 959.432 964.078 -4.64604 -50.2288 0.000502288
3242000 373.197 968.652 0.76028 960.111 964.741 -4.6297 -52.1701 0.000521701
3243000 373.3 989.856 0.76028 962.669 965.008 -2.33973 -74.5655 0.000745655
3244000 373.086 1030.95 0.76028 960.848 964.455 -3.60794 -79.965 0.00079965
3245000 373.215 937.94 0.76028 960.763 964.788 -4.02466 -112.368 0.00112368
3246000 373.069 1007.76 0.76028 957.472 964.41 -6.93786 -53.5758 0.000535758
3247000 372.928 996.801 0.76028 953.442 964.046 -10.6037 -34.3377 0.000343377
3248000 373.46 1014.83 0.76028 958.123 965.422 -7.29899 -42.2951 0.000422951
3249000 373.239 996.307 0.76028 959.155 964.851 -5.69592 -53.4263 0.000534263
3250000 372.946 1002.85 0.76028 957.712 964.093 -6.38123 -79.6447 0.000796447
3251000 373.169 1038.9 0.76028 959.018 964.671 -5.65261 -53.0407 0.000530407
3252000 372.923 981.988 0.76028 955.799 964.033 -8.23337 -54.5463 0.000545463
3253000 373.339 957.116 0.76028 955.577 965.109 -9.53247 -50.0895 0.000500895
3254000 373.386 1037.29 0.76028 954.105 965.23 -11.1249 -43.6304 0.000436304
3255000 372.692 1039.44 0.76028 954.146 963.435 -9.28902 -39.9691 0.000399691
3256000 373.332 1027.61 0.76028 955.894 965.092 -9.19783 -32.3096 0.000323096
3257000 373.132 983.651 0.76028 953.07 964.574 -11.5039 -32.7868 0.000327868
3258000 373.273 991.87 0.76028 958.997 964.939 -5.9425 -59.9829 0.000599829
3259000 372.941 1014.24 0.76028 954.672 964.079 -9.4076 -9.0554 9.0554e-05
3260000 373.193 977.982 0.76028 953.363 964.731 -11.3684 -41.1936 0.000411936
3261000 373.453 1000.8 0.76028 960.374 965.402 -5.0285 -57.2311 0.000572311
3262000 373.048 982.677 0.76028 957.66 964.356 -6.69509 -44.8731 0.000448731
