# Time-averaged data for fix thermo_ave
# TimeStep v_T v_p v_rho v_Etot v_Ekin v_Epot
237980 1.09592 0.53964 0.726 -3.35344 1.64355 -4.99698
238000 1.1041 0.523196 0.726 -3.34824 1.65582 -5.00405
238020 1.11054 0.505499 0.726 -3.3449 1.66548 -5.01038
238040 1.1112 0.50075 0.726 -3.34467 1.66647 -5.01114
238060 1.11241 0.478814 0.726 -3.34915 1.66828 -5.01743
238080 1.10665 0.465961 0.726 -3.36059 1.65964 -5.02022
238100 1.08841 0.490773 0.726 -3.37786 1.63229 -5.01016
238120 1.07266 0.51302 0.726 -3.39362 1.60867 -5.00229
238140 1.06472 0.521227 0.726 -3.40348 1.59675 -5.00024
238160 1.06006 0.528498 0.726 -3.40852 1.58978 -4.99829
238180 1.0605 0.522133 0.726 -3.41026 1.59043 -5.00069
238200 1.06128 0.519088 0.726 -3.40957 1.59161 -5.00117
238220 1.06782 0.495448 0.726 -3.40684 1.60141 -5.00825
238240 1.08016 0.451904 0.726 -3.40279 1.61991 -5.02271
238260 1.08072 0.463791 0.726 -3.3986 1.62076 -5.01937
238280 1.07433 0.509155 0.726 -3.39439 1.61118 -5.00557
238300 1.07497 0.524738 0.726 -3.38953 1.61214 -5.00166
238320 1.07831 0.524242 0.726 -3.38395 1.61714 -5.00109
238340 1.08716 0.495716 0.726 -3.37813 1.63042 -5.00855
238360 1.09242 0.479261 0.726 -3.37307 1.63831 -5.01137
238380 1.09434 0.474893 0.726 -3.36941 1.64118 -5.01059
238400 1.09788 0.461077 0.726 -3.36746 1.6465 -5.01396
238420 1.0946 0.471377 0.726 -3.36756 1.64157 -5.00912
238440 1.08875 0.488172 0.726 -3.36951 1.6328 -5.00231
238460 1.08427 0.496197 0.726 -3.37292 1.62608 -4.999
238480 1.0846 0.482333 0.726 -3.37761 1.62657 -5.00418
238500 1.08169 0.479125 0.726 -3.38388 1.62221 -5.00609
238520 1.07146 0.502075 0.726 -3.39158 1.60687 -4.99845
238540 1.06698 0.495669 0.726 -3.39956 1.60015 -4.99971
238560 1.07191 0.446497 0.726 -3.40709 1.60755 -5.01463
238580 1.07493 0.406423 0.726 -3.41435 1.61207 -5.02643
238600 1.07355 0.388763 0.726 -3.42148 1.61001 -5.03149
238620 1.06688 0.397001 0.726 -3.42806 1.6 -5.02806
238640 1.062 0.401725 0.726 -3.4333 1.59268 -5.02597
238660 1.0586 0.405116 0.726 -3.43657 1.58758 -5.02415
238680 1.05531 0.413258 0.726 -3.43746 1.58264 -5.02011
238700 1.05949 0.398041 0.726 -3.43542 1.58892 -5.02433
238720 1.06146 0.404085 0.726 -3.42989 1.59187 -5.02176
238740 1.06514 0.420896 0.726 -3.41955 1.59739 -5.01694
238760 1.07502 0.43178 0.726 -3.40382 1.61221 -5.01603
238780 1.08274 0.457919 0.726 -3.3872 1.62378 -5.01098
238800 1.08579 0.489071 0.726 -3.37565 1.62836 -5.00401
238820 1.0887 0.502938 0.726 -3.36954 1.63272 -5.00226
238840 1.08698 0.52297 0.726 -3.36663 1.63014 -4.99676
238860 1.08847 0.519441 0.726 -3.36531 1.63238 -4.99769
238880 1.09357 0.492153 0.726 -3.36524 1.64003 -5.00526
238900 1.0953 0.4737 0.726 -3.36672 1.64261 -5.00934
238920 1.09033 0.482302 0.726 -3.36993 1.63517 -5.00511
238940 1.08188 0.508287 0.726 -3.37434 1.6225 -4.99684
238960 1.07215 0.543368 0.726 -3.379 1.6079 -4.9869
238980 1.06431 0.572855 0.726 -3.38277 1.59614 -4.97892
239000 1.06422 0.572618 0.726 -3.38485 1.59601 -4.98086
239020 1.06571 0.569714 0.726 -3.38512 1.59824 -4.98337
239040 1.06768 0.568079 0.726 -3.38366 1.6012 -4.98486
239060 1.07065 0.56296 0.726 -3.38049 1.60565 -4.98614
239080 1.08042 0.529244 0.726 -3.37578 1.62031 -4.99609
239100 1.09359 0.481915 0.726 -3.37052 1.64006 -5.01058
239120 1.09668 0.477148 0.726 -3.36621 1.64469 -5.0109
239140 1.09432 0.493991 0.726 -3.36345 1.64115 -5.0046
239160 1.09264 0.505312 0.726 -3.36214 1.63863 -5.00077
239180 1.08833 0.524566 0.726 -3.36227 1.63217 -4.99443
239200 1.07836 0.563101 0.726 -3.3635 1.61722 -4.98072
239220 1.07595 0.565395 0.726 -3.36497 1.6136 -4.97856
239240 1.08673 0.511627 0.726 -3.36658 1.62977 -4.99635
239260 1.08317 0.519535 0.726 -3.36948 1.62444 -4.99391
239280 1.07188 0.559727 0.726 -3.37372 1.6075 -4.98122
239300 1.07034 0.555596 0.726 -3.37821 1.60519 -4.98341
239320 1.07782 0.51208 0.726 -3.38268 1.61641 -4.99909
239340 1.0749 0.51375 0.726 -3.38767 1.61203 -4.9997
239360 1.06036 0.566202 0.726 -3.39266 1.59021 -4.98287
239380 1.05463 0.582569 0.726 -3.39597 1.58162 -4.9776
239400 1.05653 0.569156 0.726 -3.39666 1.58447 -4.98113
239420 1.05632 0.571501 0.726 -3.39443 1.58417 -4.9786
239440 1.05943 0.568608 0.726 -3.38886 1.58882 -4.97768
239460 1.07052 0.540561 0.726 -3.38 1.60546 -4.98546
239480 1.08449 0.508146 0.726 -3.3695 1.6264 -4.99591
239500 1.09468 0.497247 0.726 -3.36007 1.64169 -5.00175
239520 1.09151 0.545079 0.726 -3.35341 1.63694 -4.99035
239540 1.08327 0.611679 0.726 -3.34906 1.62458 -4.97364
239560 1.07786 0.656143 0.726 -3.34574 1.61647 -4.96221
239580 1.08582 0.632961 0.726 -3.34277 1.62841 -4.97118
239600 1.09769 0.584693 0.726 -3.34083 1.64621 -4.98703
239620 1.09951 0.573485 0.726 -3.34099 1.64893 -4.98992
239640 1.0935 0.59101 0.726 -3.34341 1.63993 -4.98333
239660 1.08515 0.610321 0.726 -3.3473 1.6274 -4.9747
239680 1.08645 0.579587 0.726 -3.35185 1.62934 -4.9812
239700 1.09115 0.525708 0.726 -3.35718 1.63641 -4.99359
239720 1.09551 0.468062 0.726 -3.3638 1.64293 -5.00674
239740 1.10067 0.406511 0.726 -3.37205 1.65068 -5.02273
239760 1.0969 0.387345 0.726 -3.38163 1.64502 -5.02665
239780 1.0834 0.418851 0.726 -3.39053 1.62478 -5.01531
239800 1.07285 0.448715 0.726 -3.39654 1.60895 -5.00549
239820 1.06725 0.462852 0.726 -3.39941 1.60055 -4.99996
239840 1.07102 0.437535 0.726 -3.40004 1.6062 -5.00624
239860 1.08048 0.388467 0.726 -3.39964 1.62039 -5.02003
239880 1.08612 0.358667 0.726 -3.39934 1.62886 -5.0282
239900 1.089 0.346751 0.726 -3.39975 1.63317 -5.03292
239920 1.08659 0.361803 0.726 -3.40116 1.62955 -5.03071
239940 1.08253 0.384885 0.726 -3.40335 1.62347 -5.02682
239960 1.0762 0.417776 0.726 -3.40588 1.61397 -5.01985
239980 1.0638 0.478115 0.726 -3.40797 1.59538 -5.00336
240000 1.05545 0.522552 0.726 -3.40828 1.58286 -4.99114
240020 1.05927 0.514899 0.726 -3.40569 1.58859 -4.99429
240040 1.07472 0.460597 0.726 -3.40028 1.61176 -5.01204
240060 1.08618 0.430715 0.726 -3.39342 1.62894 -5.02236
240080 1.08286 0.471414 0.726 -3.38657 1.62397 -5.01054
240100 1.07551 0.531481 0.726 -3.37971 1.61295 -4.99266
240120 1.08061 0.534911 0.726 -3.37229 1.6206 -4.99288
240140 1.09529 0.490739 0.726 -3.36508 1.64261 -5.00769
240160 1.1045 0.464385 0.726 -3.35988 1.65642 -5.0163
240180 1.10076 0.489113 0.726 -3.35773 1.65081 -5.00855
240200 1.09811 0.506725 0.726 -3.35819 1.64684 -5.00503
240220 1.09311 0.531683 0.726 -3.36085 1.63933 -5.00018
240240 1.08173 0.578358 0.726 -3.36513 1.62227 -4.98741
240260 1.07763 0.5864 0.726 -3.37003 1.61612 -4.98614
240280 1.07585 0.57384 0.726 -3.37515 1.61346 -4.9886
240300 1.08048 0.524515 0.726 -3.38071 1.62039 -5.0011
240320 1.08274 0.476395 0.726 -3.38768 1.62378 -5.01146
240340 1.07837 0.448648 0.726 -3.3972 1.61723 -5.01443
240360 1.07285 0.419459 0.726 -3.40959 1.60896 -5.01854
240380 1.06585 0.396944 0.726 -3.42334 1.59845 -5.02179
240400 1.055 0.403156 0.726 -3.43502 1.58218 -5.01721
240420 1.0456 0.421302 0.726 -3.44171 1.56809 -5.0098
240440 1.04692 0.410607 0.726 -3.44317 1.57006 -5.01323
240460 1.04927 0.407534 0.726 -3.44099 1.57359 -5.01458
240480 1.05443 0.400339 0.726 -3.43665 1.58134 -5.01798
240500 1.06421 0.377494 0.726 -3.43128 1.596 -5.02729
240520 1.06523 0.39289 0.726 -3.42578 1.59752 -5.0233
240540 1.05869 0.438245 0.726 -3.42 1.58772 -5.00772
240560 1.06765 0.415828 0.726 -3.41327 1.60115 -5.01442
240580 1.08031 0.37752 0.726 -3.40638 1.62014 -5.02652
240600 1.08223 0.388201 0.726 -3.40044 1.62302 -5.02346
240620 1.08125 0.415083 0.726 -3.39552 1.62155 -5.01707
240640 1.08035 0.442 0.726 -3.39124 1.6202 -5.01144
240660 1.08071 0.461513 0.726 -3.38732 1.62074 -5.00806
240680 1.08084 0.479128 0.726 -3.38364 1.62094 -5.00458
240700 1.08112 0.493209 0.726 -3.38014 1.62136 -5.00149
240720 1.08314 0.496827 0.726 -3.37676 1.62438 -5.00114
240740 1.08653 0.493201 0.726 -3.37371 1.62947 -5.00317
240760 1.08497 0.507874 0.726 -3.3712 1.62712 -4.99832
240780 1.08887 0.495346 0.726 -3.36918 1.63298 -5.00216
240800 1.09224 0.480976 0.726 -3.36801 1.63803 -5.00604
240820 1.09154 0.483226 0.726 -3.36823 1.63698 -5.00521
240840 1.08681 0.501086 0.726 -3.37002 1.62988 -4.9999
240860 1.08191 0.514194 0.726 -3.37335 1.62254 -4.99589
240880 1.08109 0.502558 0.726 -3.37825 1.62131 -4.99956
240900 1.07728 0.49431 0.726 -3.38498 1.6156 -5.00058
240920 1.07969 0.453017 0.726 -3.39344 1.61921 -5.01265
240940 1.0758 0.435186 0.726 -3.40334 1.61338 -5.01672
240960 1.06268 0.458529 0.726 -3.41318 1.5937 -5.00688
240980 1.0557 0.461498 0.726 -3.4207 1.58324 -5.00394
241000 1.05369 0.449379 0.726 -3.42492 1.58021 -5.00513
241020 1.05511 0.429717 0.726 -3.42588 1.58235 -5.00823
241040 1.06265 0.392989 0.726 -3.424 1.59365 -5.01765
241060 1.07324 0.354662 0.726 -3.42007 1.60954 -5.02961
241080 1.0775 0.354066 0.726 -3.41518 1.61592 -5.03111
241100 1.07768 0.37889 0.726 -3.40983 1.61619 -5.02602
241120 1.07461 0.421253 0.726 -3.40402 1.61159 -5.01561
241140 1.07195 0.461798 0.726 -3.39746 1.60761 -5.00507
241160 1.07663 0.46964 0.726 -3.39 1.61463 -5.00462
241180 1.08406 0.463646 0.726 -3.38242 1.62577 -5.00819
241200 1.08615 0.475767 0.726 -3.37597 1.6289 -5.00487
241220 1.08724 0.485489 0.726 -3.37124 1.63053 -5.00177
241240 1.08872 0.485823 0.726 -3.36835 1.63275 -5.00109
241260 1.09342 0.466884 0.726 -3.3672 1.6398 -5.00699
241280 1.09575 0.455894 0.726 -3.36773 1.64329 -5.01103
241300 1.09481 0.459618 0.726 -3.36962 1.64188 -5.01151
241320 1.09161 0.474227 0.726 -3.37234 1.63709 -5.00943
241340 1.08064 0.522981 0.726 -3.37536 1.62063 -4.996
241360 1.06906 0.574503 0.726 -3.37767 1.60327 -4.98094
241380 1.07111 0.567208 0.726 -3.37854 1.60635 -4.98489
241400 1.07533 0.550813 0.726 -3.37831 1.61267 -4.99097
241420 1.07367 0.562259 0.726 -3.37749 1.61019 -4.98767
241440 1.07119 0.577822 0.726 -3.37591 1.60647 -4.98238
241460 1.08179 0.537141 0.726 -3.37339 1.62236 -4.99575
241480 1.09276 0.493725 0.726 -3.37092 1.63881 -5.00973
241500 1.0918 0.498417 0.726 -3.36971 1.63738 -5.00708
241520 1.09066 0.501303 0.726 -3.36989 1.63566 -5.00555
241540 1.08601 0.515339 0.726 -3.37147 1.6287 -5.00016
241560 1.08203 0.523679 0.726 -3.37423 1.62272 -4.99695
241580 1.08333 0.506878 0.726 -3.37812 1.62467 -5.00278
241600 1.0807 0.503342 0.726 -3.38362 1.62073 -5.00435
241620 1.07009 0.529622 0.726 -3.39073 1.60482 -4.99555
241640 1.06262 0.538114 0.726 -3.3983 1.59361 -4.99191
241660 1.06311 0.509762 0.726 -3.40513 1.59434 -4.99947
241680 1.06233 0.487531 0.726 -3.41082 1.59318 -5.004
241700 1.06295 0.464681 0.726 -3.41506 1.59411 -5.00917
241720 1.06441 0.443274 0.726 -3.41779 1.5963 -5.01409
241740 1.06336 0.436298 0.726 -3.41898 1.59472 -5.0137
241760 1.0659 0.418335 0.726 -3.41829 1.59853 -5.01682
241780 1.06834 0.405816 0.726 -3.41545 1.60219 -5.01764
241800 1.0757 0.380691 0.726 -3.41008 1.61322 -5.02331
241820 1.086 0.353743 0.726 -3.40241 1.62867 -5.03107
241840 1.09267 0.351281 0.726 -3.39359 1.63868 -5.03228
241860 1.09647 0.364851 0.726 -3.38509 1.64438 -5.02947
241880 1.09674 0.393265 0.726 -3.37802 1.64479 -5.02281
241900 1.09142 0.444072 0.726 -3.37271 1.6368 -5.00951
241920 1.0853 0.496107 0.726 -3.36864 1.62763 -4.99627
241940 1.08484 0.521494 0.726 -3.3651 1.62693 -4.99203
241960 1.08577 0.537333 0.726 -3.36188 1.62833 -4.9902
241980 1.085 0.555714 0.726 -3.35895 1.62718 -4.98613
242000 1.08855 0.550941 0.726 -3.35621 1.6325 -4.98871
242020 1.09421 0.535134 0.726 -3.35395 1.64098 -4.99494
242040 1.08914 0.56386 0.726 -3.35278 1.63339 -4.98617
242060 1.0823 0.595448 0.726 -3.35245 1.62313 -4.97557
242080 1.08955 0.559723 0.726 -3.35249 1.634 -4.98649
242100 1.09856 0.508955 0.726 -3.35396 1.64751 -5.00146
242120 1.09681 0.497139 0.726 -3.35852 1.64488 -5.0034
242140 1.08724 0.512895 0.726 -3.36658 1.63053 -4.99711
242160 1.07451 0.537675 0.726 -3.37659 1.61145 -4.98804
242180 1.06702 0.538456 0.726 -3.38607 1.60021 -4.98628
242200 1.0683 0.503197 0.726 -3.39354 1.60213 -4.99567
242220 1.07245 0.460145 0.726 -3.39909 1.60835 -5.00744
242240 1.07545 0.429686 0.726 -3.40339 1.61285 -5.01623
242260 1.07241 0.433621 0.726 -3.40686 1.6083 -5.01516
242280 1.06904 0.447124 0.726 -3.40934 1.60323 -5.01257
242300 1.0686 0.453999 0.726 -3.41056 1.60258 -5.01314
242320 1.06779 0.468014 0.726 -3.41043 1.60136 -5.01179
242340 1.06869 0.479619 0.726 -3.40878 1.60271 -5.01149
242360 1.07571 0.467196 0.726 -3.40558 1.61324 -5.01881
242380 1.0802 0.46615 0.726 -3.40124 1.61997 -5.02121
242400 1.07831 0.493615 0.726 -3.39605 1.61714 -5.01318
242420 1.07796 0.514068 0.726 -3.38967 1.61662 -5.00629
242440 1.08881 0.486299 0.726 -3.38197 1.63289 -5.01486
242460 1.09948 0.460662 0.726 -3.37416 1.64889 -5.02304
242480 1.09802 0.488154 0.726 -3.36777 1.64669 -5.01446
242500 1.0955 0.519248 0.726 -3.36302 1.64292 -5.00594
242520 1.09646 0.529686 0.726 -3.35969 1.64436 -5.00404
242540 1.10432 0.505843 0.726 -3.358 1.65615 -5.01415
242560 1.10004 0.528823 0.726 -3.35908 1.64974 -5.00881
242580 1.08841 0.576109 0.726 -3.36345 1.63229 -4.99574
242600 1.07791 0.604409 0.726 -3.37105 1.61654 -4.98759
242620 1.07381 0.588173 0.726 -3.3813 1.61039 -4.99169
242640 1.07128 0.553086 0.726 -3.39296 1.60659 -4.99955
242660 1.07051 0.508158 0.726 -3.40401 1.60544 -5.00945
242680 1.07649 0.439643 0.726 -3.41307 1.61441 -5.02748
242700 1.07968 0.389282 0.726 -3.4203 1.61919 -5.03949
242720 1.07988 0.358041 0.726 -3.42613 1.6195 -5.04562
242740 1.07819 0.342146 0.726 -3.43077 1.61696 -5.04773
242760 1.07119 0.357611 0.726 -3.43432 1.60647 -5.04079
242780 1.05902 0.404743 0.726 -3.43624 1.58821 -5.02445
242800 1.04769 0.456251 0.726 -3.43556 1.57122 -5.00678
242820 1.04964 0.455212 0.726 -3.43149 1.57415 -5.00563
242840 1.06817 0.387435 0.726 -3.42455 1.60193 -5.02648
242860 1.07923 0.356879 0.726 -3.41698 1.61853 -5.03551
242880 1.07881 0.383184 0.726 -3.4105 1.6179 -5.0284
242900 1.06978 0.45195 0.726 -3.40512 1.60435 -5.00948
242920 1.0627 0.515738 0.726 -3.39991 1.59374 -4.99365
242940 1.06234 0.548736 0.726 -3.39416 1.59319 -4.98735
242960 1.07507 0.518258 0.726 -3.38812 1.61228 -5.0004
242980 1.0858 0.486052 0.726 -3.38302 1.62837 -5.0114
243000 1.08196 0.508026 0.726 -3.3796 1.62262 -5.00222
243020 1.08224 0.509222 0.726 -3.37713 1.62304 -5.00017
243040 1.08561 0.493668 0.726 -3.37535 1.62809 -5.00344
243060 1.08776 0.481699 0.726 -3.3744 1.63132 -5.00572
243080 1.09088 0.465819 0.726 -3.37445 1.63599 -5.01044
243100 1.09052 0.462457 0.726 -3.37576 1.63545 -5.01121
243120 1.08694 0.468715 0.726 -3.3783 1.63008 -5.00839
243140 1.08251 0.476843 0.726 -3.38175 1.62343 -5.00519
243160 1.07482 0.500079 0.726 -3.38567 1.61191 -4.99758
243180 1.0642 0.537065 0.726 -3.38921 1.59598 -4.98518
243200 1.06481 0.528113 0.726 -3.39132 1.59689 -4.98821
243220 1.06973 0.50169 0.726 -3.39188 1.60428 -4.99616
243240 1.07421 0.479856 0.726 -3.39119 1.61099 -5.00218
243260 1.07783 0.467104 0.726 -3.38932 1.61642 -5.00575
243280 1.08036 0.46677 0.726 -3.38619 1.62022 -5.00641
243300 1.08235 0.476136 0.726 -3.38148 1.6232 -5.00469
243320 1.08826 0.473808 0.726 -3.37516 1.63206 -5.00721
243340 1.09297 0.477862 0.726 -3.36798 1.63912 -5.0071
243360 1.09772 0.48089 0.726 -3.36114 1.64624 -5.00738
243380 1.09907 0.494877 0.726 -3.35569 1.64828 -5.00397
243400 1.10112 0.501019 0.726 -3.35222 1.65134 -5.00356
243420 1.10487 0.492809 0.726 -3.35113 1.65697 -5.0081
243440 1.10177 0.505168 0.726 -3.35309 1.65232 -5.00541
243460 1.08762 0.55362 0.726 -3.35795 1.6311 -4.98906
243480 1.07906 0.567432 0.726 -3.36438 1.61827 -4.98265
243500 1.08232 0.521361 0.726 -3.37137 1.62316 -4.99453
243520 1.08539 0.471231 0.726 -3.37901 1.62776 -5.00677
243540 1.08203 0.451824 0.726 -3.38725 1.62273 -5.00998
243560 1.07485 0.457208 0.726 -3.39524 1.61196 -5.00719
243580 1.06682 0.474181 0.726 -3.40178 1.59991 -5.00169
243600 1.06349 0.477168 0.726 -3.40605 1.59492 -5.00097
243620 1.06592 0.461546 0.726 -3.40801 1.59857 -5.00657
243640 1.06698 0.459972 0.726 -3.40814 1.60015 -5.00829
243660 1.06424 0.483225 0.726 -3.40674 1.59603 -5.00277
243680 1.06619 0.493478 0.726 -3.4037 1.59896 -5.00266
243700 1.07118 0.494749 0.726 -3.39927 1.60644 -5.00571
243720 1.07304 0.509486 0.726 -3.39405 1.60924 -5.00329
243740 1.07319 0.529463 0.726 -3.38846 1.60947 -4.99793
243760 1.07538 0.538225 0.726 -3.38277 1.61275 -4.99552
243780 1.07969 0.533545 0.726 -3.37751 1.61921 -4.99672
243800 1.08701 0.511356 0.726 -3.37341 1.63019 -5.0036
243820 1.08961 0.505157 0.726 -3.37112 1.63409 -5.00521
243840 1.08788 0.514364 0.726 -3.37045 1.6315 -5.00194
243860 1.09242 0.49526 0.726 -3.37087 1.6383 -5.00917
243880 1.0925 0.494083 0.726 -3.37239 1.63842 -5.01081
243900 1.083 0.533754 0.726 -3.37469 1.62418 -4.99887
243920 1.07583 0.563482 0.726 -3.3768 1.61342 -4.99022
243940 1.07336 0.570874 0.726 -3.37811 1.60972 -4.98783
243960 1.07977 0.539646 0.726 -3.37864 1.61934 -4.99798
243980 1.08415 0.516658 0.726 -3.37907 1.6259 -5.00497
244000 1.08375 0.512414 0.726 -3.37994 1.62529 -5.00523
244020 1.086 0.495678 0.726 -3.38131 1.62868 -5.00999
244040 1.08717 0.48435 0.726 -3.38349 1.63043 -5.01392
244060 1.08287 0.500086 0.726 -3.38671 1.62398 -5.01069
244080 1.07317 0.542335 0.726 -3.39062 1.60943 -5.00005
244100 1.06409 0.580784 0.726 -3.39425 1.59581 -4.99006
244120 1.06225 0.583703 0.726 -3.39662 1.59306 -4.98968
244140 1.06961 0.547185 0.726 -3.39735 1.60409 -5.00144
244160 1.07296 0.533268 0.726 -3.3968 1.60912 -5.00592
244180 1.07023 0.551894 0.726 -3.39493 1.60503 -4.99996
244200 1.07455 0.545969 0.726 -3.39089 1.6115 -5.00239
244220 1.0856 0.515935 0.726 -3.38451 1.62808 -5.01259
244240 1.09496 0.498377 0.726 -3.37692 1.6421 -5.01902
244260 1.09615 0.518586 0.726 -3.36973 1.6439 -5.01362
244280 1.09737 0.53828 0.726 -3.36383 1.64572 -5.00955
244300 1.096 0.564247 0.726 -3.35962 1.64367 -5.00328
244320 1.09317 0.590478 0.726 -3.35706 1.63943 -4.9965
244340 1.09458 0.59319 0.726 -3.356 1.64154 -4.99754
244360 1.09525 0.593619 0.726 -3.35668 1.64255 -4.99923
244380 1.08972 0.614706 0.726 -3.3594 1.63426 -4.99366
244400 1.08222 0.635685 0.726 -3.36389 1.623 -4.9869
244420 1.07681 0.635309 0.726 -3.36948 1.61489 -4.98437
244440 1.07746 0.595623 0.726 -3.37571 1.61587 -4.99158
244460 1.08216 0.531442 0.726 -3.38262 1.62292 -5.00554
244480 1.07732 0.511027 0.726 -3.39047 1.61566 -5.00613
244500 1.06091 0.548793 0.726 -3.3983 1.59104 -4.98934
244520 1.05508 0.550364 0.726 -3.4041 1.5823 -4.9864
244540 1.05771 0.522106 0.726 -3.40708 1.58625 -4.99333
244560 1.06328 0.487737 0.726 -3.40752 1.5946 -5.00211
244580 1.07202 0.444313 0.726 -3.40594 1.60771 -5.01366
244600 1.08209 0.398419 0.726 -3.40306 1.62281 -5.02587
244620 1.08797 0.37502 0.726 -3.39969 1.63162 -5.03131
244640 1.08424 0.397152 0.726 -3.39615 1.62603 -5.02218
244660 1.08262 0.414479 0.726 -3.39175 1.6236 -5.01535
244680 1.08869 0.404752 0.726 -3.38561 1.63271 -5.01832
244700 1.09238 0.412474 0.726 -3.37786 1.63825 -5.01611
244720 1.09232 0.442372 0.726 -3.36921 1.63815 -5.00736
244740 1.09258 0.471366 0.726 -3.36049 1.63853 -4.99903
244760 1.10073 0.463559 0.726 -3.3526 1.65077 -5.00336
244780 1.10664 0.459899 0.726 -3.34689 1.65962 -5.00651
244800 1.1052 0.482082 0.726 -3.34426 1.65748 -5.00174
244820 1.09705 0.52593 0.726 -3.34462 1.64525 -4.98987
244840 1.09372 0.539859 0.726 -3.34726 1.64025 -4.98751
244860 1.09347 0.529169 0.726 -3.35204 1.63988 -4.99192
244880 1.08861 0.528235 0.726 -3.35911 1.63259 -4.9917
244900 1.08584 0.51266 0.726 -3.368 1.62843 -4.99643
244920 1.08102 0.501586 0.726 -3.37783 1.62121 -4.99903
244940 1.07697 0.487137 0.726 -3.38715 1.61513 -5.00228
244960 1.07264 0.477649 0.726 -3.39469 1.60864 -5.00332
244980 1.07286 0.454788 0.726 -3.3999 1.60897 -5.00886
245000 1.07852 0.414408 0.726 -3.4032 1.61746 -5.02066
245020 1.08077 0.392068 0.726 -3.40549 1.62083 -5.02632
245040 1.08187 0.378193 0.726 -3.40732 1.62247 -5.02979
245060 1.0794 0.384044 0.726 -3.40892 1.61878 -5.0277
245080 1.07455 0.405794 0.726 -3.41013 1.6115 -5.02163
245100 1.07021 0.428961 0.726 -3.41052 1.60499 -5.01551
245120 1.06987 0.435612 0.726 -3.40984 1.60448 -5.01431
245140 1.0703 0.435616 0.726 -3.40805 1.60513 -5.01318
245160 1.07683 0.406063 0.726 -3.40534 1.61493 -5.02027
245180 1.08425 0.3705 0.726 -3.40239 1.62606 -5.02844
245200 1.08741 0.354412 0.726 -3.39998 1.63079 -5.03077
245220 1.08272 0.3754 0.726 -3.39839 1.62376 -5.02214
245240 1.07801 0.401335 0.726 -3.39708 1.6167 -5.01378
245260 1.07841 0.409327 0.726 -3.39544 1.61729 -5.01273
245280 1.08147 0.40748 0.726 -3.39333 1.62188 -5.01521
245300 1.08377 0.409945 0.726 -3.39073 1.62534 -5.01607
245320 1.08858 0.406399 0.726 -3.38754 1.63254 -5.02007
245340 1.08944 0.428474 0.726 -3.38367 1.63383 -5.0175
245360 1.08199 0.496892 0.726 -3.37882 1.62266 -5.00147
245380 1.07479 0.57328 0.726 -3.37204 1.61186 -4.9839
245400 1.07191 0.634607 0.726 -3.36262 1.60754 -4.97016
245420 1.07856 0.65102 0.726 -3.35122 1.61752 -4.96874
245440 1.09472 0.614537 0.726 -3.3401 1.64175 -4.98186
245460 1.11007 0.566662 0.726 -3.33201 1.66477 -4.99678
245480 1.11565 0.548254 0.726 -3.32837 1.67314 -5.00151
245500 1.11531 0.544017 0.726 -3.32926 1.67264 -5.0019
245520 1.11277 0.536165 0.726 -3.33438 1.66882 -5.0032
245540 1.10784 0.5253 0.726 -3.34315 1.66143 -5.00458
245560 1.1043 0.498629 0.726 -3.35428 1.65611 -5.01039
245580 1.10484 0.452131 0.726 -3.36606 1.65693 -5.02298
245600 1.10158 0.427552 0.726 -3.37718 1.65203 -5.02922
245620 1.09341 0.435178 0.726 -3.38696 1.63978 -5.02674
245640 1.07849 0.481508 0.726 -3.39497 1.61741 -5.01239
245660 1.06941 0.50885 0.726 -3.4008 1.60379 -5.00459
245680 1.06742 0.506519 0.726 -3.40444 1.60081 -5.00524
245700 1.06819 0.492127 0.726 -3.40628 1.60196 -5.00824
245720 1.0712 0.468914 0.726 -3.40667 1.60648 -5.01315
245740 1.079 0.427855 0.726 -3.40607 1.61818 -5.02425
245760 1.08273 0.409152 0.726 -3.40528 1.62376 -5.02905
245780 1.07838 0.431872 0.726 -3.40468 1.61725 -5.02193
245800 1.0712 0.47252 0.726 -3.40382 1.60648 -5.0103
245820 1.06596 0.505364 0.726 -3.40177 1.59862 -5.0004
245840 1.0718 0.489266 0.726 -3.39787 1.60737 -5.00524
245860 1.0838 0.445806 0.726 -3.39247 1.62537 -5.01783
245880 1.09414 0.411591 0.726 -3.38688 1.64089 -5.02777
245900 1.09313 0.42901 0.726 -3.38243 1.63937 -5.0218
245920 1.08476 0.478306 0.726 -3.37914 1.62681 -5.00596
245940 1.08504 0.489464 0.726 -3.37621 1.62723 -5.00344
245960 1.08814 0.486873 0.726 -3.37351 1.63188 -5.00539
245980 1.08732 0.500348 0.726 -3.37131 1.63066 -5.00197
246000 1.09085 0.495776 0.726 -3.36964 1.63594 -5.00559
246020 1.09613 0.48224 0.726 -3.36902 1.64386 -5.01288
246040 1.09641 0.485552 0.726 -3.37039 1.64429 -5.01467
246060 1.09059 0.506116 0.726 -3.37453 1.63556 -5.0101
246080 1.08248 0.523554 0.726 -3.38148 1.62339 -5.00487
246100 1.08002 0.505083 0.726 -3.39054 1.61971 -5.01024
246120 1.07698 0.48331 0.726 -3.40074 1.61515 -5.01589
246140 1.06786 0.489395 0.726 -3.41051 1.60147 -5.01198
246160 1.0614 0.490431 0.726 -3.41808 1.59178 -5.00987
246180 1.06132 0.470329 0.726 -3.42276 1.59167 -5.01442
