# Time-averaged data for fix thermo_ave
# TimeStep v_T v_p v_rho v_Etot v_Ekin v_Epot
114060 1.08695 0.431975 0.726 -3.38688 1.6301 -5.01698
114080 1.08296 0.449533 0.726 -3.38768 1.62411 -5.01179
114100 1.08023 0.458958 0.726 -3.38888 1.62002 -5.00889
114120 1.07385 0.482463 0.726 -3.39014 1.61045 -5.00059
114140 1.07115 0.490563 0.726 -3.3908 1.60641 -4.9972
114160 1.07621 0.464926 0.726 -3.39051 1.61399 -5.0045
114180 1.08232 0.433249 0.726 -3.38968 1.62315 -5.01283
114200 1.08356 0.422481 0.726 -3.38885 1.62502 -5.01387
114220 1.08239 0.424457 0.726 -3.38823 1.62327 -5.01149
114240 1.08464 0.413427 0.726 -3.38778 1.62663 -5.01441
114260 1.08751 0.400551 0.726 -3.38781 1.63094 -5.01875
114280 1.08358 0.418331 0.726 -3.38883 1.62505 -5.01388
114300 1.08353 0.4239 0.726 -3.39077 1.62497 -5.01574
114320 1.07517 0.467542 0.726 -3.39365 1.61243 -5.00608
114340 1.06542 0.518876 0.726 -3.39659 1.59781 -4.9944
114360 1.06675 0.521763 0.726 -3.3984 1.5998 -4.9982
114380 1.06976 0.514641 0.726 -3.39885 1.60432 -5.00317
114400 1.06886 0.52248 0.726 -3.398 1.60297 -5.00097
114420 1.07249 0.511392 0.726 -3.39561 1.60841 -5.00402
114440 1.08222 0.47849 0.726 -3.3919 1.62301 -5.01491
114460 1.08773 0.470967 0.726 -3.38782 1.63127 -5.01909
114480 1.08335 0.511216 0.726 -3.38402 1.6247 -5.00872
114500 1.08351 0.533805 0.726 -3.38024 1.62495 -5.00518
114520 1.08829 0.534078 0.726 -3.37643 1.63211 -5.00854
114540 1.09014 0.542455 0.726 -3.37313 1.63489 -5.00801
114560 1.09032 0.552665 0.726 -3.37064 1.63515 -5.0058
114580 1.08977 0.558864 0.726 -3.36907 1.63432 -5.00339
114600 1.09276 0.543325 0.726 -3.36856 1.63881 -5.00736
114620 1.09514 0.526102 0.726 -3.36964 1.64238 -5.01202
114640 1.08856 0.542519 0.726 -3.37292 1.63252 -5.00544
114660 1.0851 0.539863 0.726 -3.37826 1.62732 -5.00559
114680 1.08539 0.511434 0.726 -3.38554 1.62775 -5.01329
114700 1.08673 0.469333 0.726 -3.39474 1.62977 -5.02451
114720 1.08298 0.446496 0.726 -3.40529 1.62415 -5.02944
114740 1.07138 0.463006 0.726 -3.41551 1.60675 -5.02226
114760 1.0627 0.477583 0.726 -3.42326 1.59373 -5.01699
114780 1.05882 0.4806 0.726 -3.42774 1.58791 -5.01565
114800 1.05581 0.485692 0.726 -3.4291 1.5834 -5.0125
114820 1.06314 0.453047 0.726 -3.42774 1.59439 -5.02212
114840 1.07072 0.426241 0.726 -3.42467 1.60576 -5.03044
114860 1.0699 0.441172 0.726 -3.42077 1.60452 -5.02529
114880 1.07355 0.441705 0.726 -3.41615 1.61001 -5.02616
114900 1.08013 0.433668 0.726 -3.41124 1.61988 -5.03112
114920 1.07765 0.469994 0.726 -3.40673 1.61615 -5.02288
114940 1.068 0.541945 0.726 -3.40236 1.60168 -5.00404
114960 1.06362 0.590664 0.726 -3.39722 1.59512 -4.99233
114980 1.06692 0.599365 0.726 -3.39105 1.60005 -4.99111
115000 1.0736 0.584334 0.726 -3.38462 1.61008 -4.9947
115020 1.08523 0.541608 0.726 -3.37908 1.62751 -5.00659
115040 1.09498 0.502078 0.726 -3.37558 1.64214 -5.01773
115060 1.0955 0.499628 0.726 -3.37457 1.64292 -5.01749
115080 1.09157 0.51651 0.726 -3.37541 1.63703 -5.01244
115100 1.08635 0.539264 0.726 -3.37726 1.62919 -5.00645
115120 1.0796 0.568078 0.726 -3.37936 1.61907 -4.99844
115140 1.07724 0.578162 0.726 -3.38112 1.61553 -4.99665
115160 1.07411 0.590339 0.726 -3.38233 1.61085 -4.99318
115180 1.06771 0.61455 0.726 -3.3827 1.60125 -4.98395
115200 1.07028 0.599496 0.726 -3.38171 1.60509 -4.9868
115220 1.07892 0.559197 0.726 -3.37965 1.61806 -4.9977
115240 1.08173 0.547088 0.726 -3.37732 1.62228 -4.99959
115260 1.07666 0.572891 0.726 -3.37496 1.61466 -4.98963
115280 1.07521 0.585413 0.726 -3.37198 1.61249 -4.98447
115300 1.0855 0.548599 0.726 -3.36802 1.62792 -4.99594
115320 1.09762 0.505655 0.726 -3.36385 1.64609 -5.00994
115340 1.10266 0.494631 0.726 -3.36078 1.65366 -5.01444
115360 1.10379 0.499402 0.726 -3.35978 1.65535 -5.01513
115380 1.09814 0.525456 0.726 -3.36182 1.64689 -5.0087
115400 1.08422 0.571753 0.726 -3.36749 1.62601 -4.9935
115420 1.07876 0.564996 0.726 -3.37615 1.61782 -4.99397
115440 1.08459 0.496136 0.726 -3.38684 1.62655 -5.01339
115460 1.08422 0.446894 0.726 -3.39866 1.62601 -5.02467
115480 1.07623 0.43485 0.726 -3.4098 1.61402 -5.02382
115500 1.06978 0.427428 0.726 -3.41849 1.60434 -5.02284
115520 1.06788 0.410167 0.726 -3.42433 1.6015 -5.02583
115540 1.07127 0.377495 0.726 -3.42783 1.60659 -5.03441
115560 1.07573 0.347878 0.726 -3.42993 1.61327 -5.0432
115580 1.06865 0.372596 0.726 -3.4312 1.60265 -5.03385
115600 1.06661 0.38129 0.726 -3.43117 1.5996 -5.03076
115620 1.06687 0.385331 0.726 -3.42954 1.59998 -5.02951
115640 1.06362 0.409928 0.726 -3.42625 1.59511 -5.02135
115660 1.06116 0.436363 0.726 -3.42079 1.59143 -5.01222
115680 1.06814 0.426958 0.726 -3.41291 1.60188 -5.0148
115700 1.0802 0.397568 0.726 -3.40363 1.61998 -5.0236
115720 1.08841 0.38564 0.726 -3.39502 1.63229 -5.02731
115740 1.08553 0.421441 0.726 -3.38853 1.62797 -5.01649
115760 1.08274 0.455939 0.726 -3.38386 1.62378 -5.00765
115780 1.08412 0.468981 0.726 -3.38051 1.62586 -5.00637
115800 1.0811 0.495197 0.726 -3.37823 1.62133 -4.99956
115820 1.08509 0.487014 0.726 -3.37661 1.62731 -5.00392
115840 1.09168 0.461285 0.726 -3.37588 1.63719 -5.01307
115860 1.09442 0.445704 0.726 -3.37653 1.6413 -5.01784
115880 1.09501 0.43551 0.726 -3.37869 1.64219 -5.02088
115900 1.0924 0.439565 0.726 -3.38225 1.63827 -5.02052
115920 1.07812 0.495807 0.726 -3.38658 1.61685 -5.00344
115940 1.07064 0.524795 0.726 -3.39015 1.60564 -4.99579
115960 1.0772 0.491262 0.726 -3.39234 1.61548 -5.00782
115980 1.0846 0.450922 0.726 -3.39395 1.62658 -5.02053
116000 1.08632 0.435644 0.726 -3.39583 1.62916 -5.02499
116020 1.08471 0.437368 0.726 -3.39819 1.62675 -5.02494
116040 1.07818 0.459192 0.726 -3.40073 1.61695 -5.01767
116060 1.07587 0.459396 0.726 -3.40281 1.61348 -5.01629
116080 1.07428 0.452098 0.726 -3.40413 1.6111 -5.01523
116100 1.08029 0.412477 0.726 -3.40474 1.62011 -5.02484
116120 1.08698 0.375514 0.726 -3.40533 1.63015 -5.03548
116140 1.07168 0.438882 0.726 -3.40635 1.60719 -5.01354
116160 1.06081 0.491192 0.726 -3.40631 1.5909 -4.99721
116180 1.06653 0.477502 0.726 -3.40445 1.59948 -5.00393
116200 1.0741 0.457877 0.726 -3.40171 1.61082 -5.01254
116220 1.07914 0.451489 0.726 -3.39923 1.61839 -5.01762
116240 1.07804 0.47163 0.726 -3.39744 1.61674 -5.01418
116260 1.07573 0.493039 0.726 -3.39605 1.61327 -5.00932
116280 1.07514 0.499363 0.726 -3.39466 1.61239 -5.00705
116300 1.07605 0.491234 0.726 -3.39308 1.61375 -5.00683
116320 1.08162 0.458138 0.726 -3.39141 1.6221 -5.01352
116340 1.08579 0.431199 0.726 -3.39013 1.62835 -5.01848
116360 1.07983 0.451378 0.726 -3.3895 1.61942 -5.00891
116380 1.07368 0.476571 0.726 -3.38887 1.61019 -4.99907
116400 1.07329 0.479244 0.726 -3.38754 1.60961 -4.99715
116420 1.08124 0.448203 0.726 -3.3854 1.62154 -5.00694
116440 1.08959 0.416665 0.726 -3.38321 1.63405 -5.01726
116460 1.09332 0.404615 0.726 -3.38192 1.63965 -5.02157
116480 1.09394 0.403822 0.726 -3.38213 1.64057 -5.0227
116500 1.0946 0.401707 0.726 -3.38432 1.64158 -5.0259
116520 1.08314 0.4476 0.726 -3.38901 1.62438 -5.01339
116540 1.0707 0.490094 0.726 -3.39558 1.60574 -5.00131
116560 1.06863 0.478083 0.726 -3.40287 1.60263 -5.0055
116580 1.07093 0.440489 0.726 -3.41044 1.60608 -5.01652
116600 1.06799 0.425602 0.726 -3.41811 1.60166 -5.01977
116620 1.06024 0.437252 0.726 -3.42515 1.59004 -5.0152
116640 1.05902 0.43011 0.726 -3.43045 1.58821 -5.01866
116660 1.05914 0.424976 0.726 -3.43364 1.58839 -5.02203
116680 1.0556 0.442251 0.726 -3.43455 1.58308 -5.01763
116700 1.05599 0.450137 0.726 -3.43254 1.58366 -5.0162
116720 1.06217 0.441566 0.726 -3.42692 1.59293 -5.01985
116740 1.06857 0.444064 0.726 -3.41741 1.60253 -5.01993
116760 1.06881 0.484758 0.726 -3.4048 1.6029 -5.00769
116780 1.07118 0.520076 0.726 -3.39129 1.60645 -4.99774
116800 1.07511 0.539479 0.726 -3.37995 1.61234 -4.99229
116820 1.08075 0.538244 0.726 -3.37212 1.62079 -4.99291
116840 1.08585 0.528513 0.726 -3.36725 1.62845 -4.9957
116860 1.09669 0.489544 0.726 -3.36457 1.64471 -5.00928
116880 1.10157 0.472524 0.726 -3.36425 1.65202 -5.01628
116900 1.09817 0.485967 0.726 -3.36639 1.64693 -5.01332
116920 1.09215 0.504026 0.726 -3.37049 1.63789 -5.00838
116940 1.08854 0.506226 0.726 -3.37588 1.63248 -5.00836
116960 1.08495 0.503923 0.726 -3.38209 1.62711 -5.00919
116980 1.08223 0.495785 0.726 -3.38864 1.62302 -5.01166
117000 1.07378 0.511008 0.726 -3.39504 1.61034 -5.00538
117020 1.066 0.522623 0.726 -3.40029 1.59869 -4.99898
117040 1.06853 0.489594 0.726 -3.40374 1.60247 -5.0062
117060 1.07226 0.4528 0.726 -3.40576 1.60807 -5.01384
117080 1.06792 0.453744 0.726 -3.40676 1.60155 -5.00832
117100 1.07502 0.413121 0.726 -3.40649 1.6122 -5.01869
117120 1.08197 0.381181 0.726 -3.40554 1.62263 -5.02817
117140 1.07684 0.407952 0.726 -3.40455 1.61493 -5.01949
117160 1.06924 0.448647 0.726 -3.40294 1.60354 -5.00648
117180 1.07093 0.449719 0.726 -3.39955 1.60607 -5.00562
117200 1.08278 0.410337 0.726 -3.39384 1.62385 -5.01769
117220 1.08741 0.408282 0.726 -3.38638 1.63079 -5.01717
117240 1.08914 0.42512 0.726 -3.37771 1.63339 -5.0111
117260 1.09814 0.414671 0.726 -3.36857 1.64688 -5.01545
117280 1.10351 0.41817 0.726 -3.36059 1.65493 -5.01552
117300 1.09978 0.454671 0.726 -3.35496 1.64934 -5.0043
117320 1.09621 0.482567 0.726 -3.35151 1.64398 -4.99549
117340 1.10237 0.463397 0.726 -3.34997 1.65323 -5.0032
117360 1.10174 0.468917 0.726 -3.35107 1.65229 -5.00335
117380 1.09312 0.503903 0.726 -3.35524 1.63936 -4.9946
117400 1.08572 0.524157 0.726 -3.36225 1.62825 -4.9905
117420 1.0873 0.495235 0.726 -3.37192 1.63062 -5.00255
117440 1.08241 0.483343 0.726 -3.38402 1.62329 -5.00731
117460 1.07252 0.488867 0.726 -3.39628 1.60846 -5.00473
117480 1.06566 0.484368 0.726 -3.40564 1.59817 -5.00381
117500 1.06903 0.441928 0.726 -3.41117 1.60322 -5.01439
117520 1.07937 0.375947 0.726 -3.41406 1.61874 -5.0328
117540 1.08328 0.344876 0.726 -3.41603 1.6246 -5.04063
117560 1.07528 0.373242 0.726 -3.41772 1.6126 -5.03032
117580 1.06507 0.417919 0.726 -3.4185 1.59729 -5.01578
117600 1.06436 0.426218 0.726 -3.41761 1.59622 -5.01383
117620 1.0701 0.411143 0.726 -3.41512 1.60482 -5.01994
117640 1.07077 0.424312 0.726 -3.41161 1.60583 -5.01744
117660 1.06436 0.47511 0.726 -3.40714 1.59622 -5.00336
117680 1.06275 0.511068 0.726 -3.40113 1.59381 -4.99494
117700 1.06675 0.526253 0.726 -3.39355 1.59981 -4.99336
117720 1.06703 0.557979 0.726 -3.38521 1.60022 -4.98543
117740 1.06985 0.57492 0.726 -3.3769 1.60445 -4.98135
117760 1.07868 0.55449 0.726 -3.36949 1.6177 -4.98719
117780 1.09313 0.497075 0.726 -3.36402 1.63937 -5.00339
117800 1.09979 0.46436 0.726 -3.36137 1.64935 -5.01073
117820 1.09866 0.462359 0.726 -3.36143 1.64767 -5.0091
117840 1.09857 0.455609 0.726 -3.36356 1.64753 -5.01108
117860 1.09484 0.463235 0.726 -3.36741 1.64193 -5.00933
117880 1.08654 0.488911 0.726 -3.37239 1.62949 -5.00187
117900 1.08125 0.500967 0.726 -3.37759 1.62155 -4.99914
117920 1.07322 0.522796 0.726 -3.38229 1.60951 -4.99179
117940 1.07304 0.512029 0.726 -3.38587 1.60925 -4.99512
117960 1.07536 0.490434 0.726 -3.38838 1.61272 -5.0011
117980 1.07874 0.464152 0.726 -3.39027 1.61779 -5.00806
118000 1.08119 0.442532 0.726 -3.39196 1.62145 -5.01341
118020 1.08258 0.427834 0.726 -3.39382 1.62354 -5.01736
118040 1.08165 0.426817 0.726 -3.39611 1.62215 -5.01825
118060 1.07671 0.445867 0.726 -3.39882 1.61473 -5.01355
118080 1.07303 0.460442 0.726 -3.4016 1.60922 -5.01082
118100 1.07381 0.455696 0.726 -3.4043 1.61039 -5.01469
118120 1.06873 0.474862 0.726 -3.40708 1.60278 -5.00986
118140 1.06051 0.50516 0.726 -3.40958 1.59045 -5.00003
118160 1.06409 0.481733 0.726 -3.41075 1.59581 -5.00656
118180 1.0722 0.43626 0.726 -3.41022 1.60797 -5.01819
118200 1.0795 0.397028 0.726 -3.40834 1.61892 -5.02726
118220 1.0849 0.372503 0.726 -3.40575 1.62702 -5.03277
118240 1.08578 0.374362 0.726 -3.40314 1.62835 -5.03149
118260 1.07879 0.415215 0.726 -3.40074 1.61787 -5.01861
118280 1.06882 0.46973 0.726 -3.39783 1.60291 -5.00074
118300 1.07334 0.462568 0.726 -3.39334 1.60969 -5.00303
118320 1.07961 0.448327 0.726 -3.38758 1.61909 -5.00667
118340 1.08306 0.447001 0.726 -3.38134 1.62427 -5.00562
118360 1.09302 0.417451 0.726 -3.37531 1.6392 -5.01451
118380 1.10241 0.38861 0.726 -3.37072 1.65329 -5.02401
118400 1.09977 0.410149 0.726 -3.36865 1.64932 -5.01797
118420 1.0914 0.45494 0.726 -3.3689 1.63678 -5.00568
118440 1.08454 0.489574 0.726 -3.37064 1.62648 -4.99713
118460 1.08191 0.501492 0.726 -3.37321 1.62254 -4.99575
118480 1.07893 0.509503 0.726 -3.37637 1.61806 -4.99444
118500 1.08123 0.491062 0.726 -3.37999 1.62151 -5.00151
118520 1.08255 0.473478 0.726 -3.38442 1.6235 -5.00792
118540 1.07727 0.48061 0.726 -3.38995 1.61558 -5.00554
118560 1.07677 0.464464 0.726 -3.39625 1.61483 -5.01108
118580 1.07789 0.439285 0.726 -3.40324 1.61651 -5.01974
118600 1.07169 0.445182 0.726 -3.41084 1.60721 -5.01805
118620 1.06367 0.461557 0.726 -3.4181 1.59519 -5.01329
118640 1.05796 0.471745 0.726 -3.42387 1.58662 -5.01049
118660 1.05186 0.485703 0.726 -3.42728 1.57748 -5.00476
118680 1.05609 0.459107 0.726 -3.42768 1.58381 -5.01149
118700 1.06008 0.437659 0.726 -3.42505 1.5898 -5.01484
118720 1.0653 0.418931 0.726 -3.41912 1.59763 -5.01675
118740 1.07605 0.389184 0.726 -3.4096 1.61375 -5.02335
118760 1.08257 0.38987 0.726 -3.39746 1.62353 -5.02099
118780 1.08659 0.407154 0.726 -3.38507 1.62957 -5.01463
118800 1.09393 0.407057 0.726 -3.375 1.64057 -5.01557
118820 1.10076 0.402157 0.726 -3.36886 1.65081 -5.01967
118840 1.09754 0.434897 0.726 -3.36663 1.64599 -5.01261
118860 1.0853 0.502211 0.726 -3.36676 1.62763 -4.99439
118880 1.08065 0.532288 0.726 -3.36746 1.62065 -4.98811
118900 1.08282 0.525854 0.726 -3.36812 1.62391 -4.99203
118920 1.08723 0.505378 0.726 -3.369 1.63052 -4.99952
118940 1.09147 0.485958 0.726 -3.37062 1.63687 -5.00749
118960 1.08472 0.513858 0.726 -3.37327 1.62675 -5.00003
118980 1.07611 0.547497 0.726 -3.37629 1.61385 -4.99014
119000 1.07768 0.533585 0.726 -3.37886 1.61619 -4.99505
119020 1.08411 0.496 0.726 -3.38123 1.62585 -5.00707
119040 1.08028 0.501301 0.726 -3.38405 1.6201 -5.00415
119060 1.07183 0.526351 0.726 -3.38703 1.60743 -4.99446
119080 1.07246 0.512384 0.726 -3.38941 1.60836 -4.99777
119100 1.07858 0.475971 0.726 -3.39128 1.61755 -5.00883
119120 1.07817 0.469223 0.726 -3.39333 1.61694 -5.01027
119140 1.07284 0.484687 0.726 -3.39581 1.60894 -5.00476
119160 1.06469 0.511658 0.726 -3.39832 1.59671 -4.99503
119180 1.06312 0.509778 0.726 -3.39992 1.59436 -4.99428
119200 1.06871 0.476759 0.726 -3.39996 1.60275 -5.00271
119220 1.07745 0.431686 0.726 -3.39843 1.61585 -5.01428
119240 1.08509 0.39422 0.726 -3.39595 1.6273 -5.02325
119260 1.09056 0.370792 0.726 -3.39346 1.63551 -5.02896
119280 1.08835 0.38599 0.726 -3.39175 1.6322 -5.02395
119300 1.08353 0.418714 0.726 -3.39081 1.62497 -5.01578
119320 1.08261 0.440398 0.726 -3.39026 1.62359 -5.01386
119340 1.07944 0.473942 0.726 -3.38994 1.61883 -5.00877
119360 1.07633 0.50579 0.726 -3.38949 1.61417 -5.00367
119380 1.07679 0.518345 0.726 -3.38857 1.61487 -5.00344
119400 1.07657 0.530168 0.726 -3.38708 1.61454 -5.00162
119420 1.07179 0.55721 0.726 -3.38486 1.60736 -4.99222
119440 1.0814 0.519947 0.726 -3.38144 1.62177 -5.00322
119460 1.09299 0.471868 0.726 -3.37766 1.63916 -5.01682
119480 1.09368 0.468288 0.726 -3.37484 1.6402 -5.01504
119500 1.09471 0.461232 0.726 -3.37343 1.64173 -5.01516
119520 1.09391 0.459872 0.726 -3.3737 1.64054 -5.01424
119540 1.08562 0.489185 0.726 -3.37577 1.62811 -5.00388
119560 1.07803 0.515094 0.726 -3.37902 1.61673 -4.99575
119580 1.07357 0.525367 0.726 -3.38274 1.61004 -4.99278
119600 1.06995 0.527381 0.726 -3.38637 1.6046 -4.99097
119620 1.07124 0.502937 0.726 -3.38953 1.60655 -4.99607
119640 1.08034 0.440676 0.726 -3.3923 1.62019 -5.01249
119660 1.08871 0.379833 0.726 -3.39578 1.63273 -5.02851
119680 1.08436 0.371789 0.726 -3.40104 1.62621 -5.02725
119700 1.07691 0.376609 0.726 -3.4079 1.61504 -5.02295
119720 1.0731 0.369242 0.726 -3.41545 1.60933 -5.02478
119740 1.06573 0.38392 0.726 -3.42278 1.59828 -5.02107
119760 1.05948 0.403148 0.726 -3.42877 1.5889 -5.01767
119780 1.05156 0.435968 0.726 -3.43246 1.57703 -5.00949
119800 1.05245 0.437905 0.726 -3.43304 1.57836 -5.0114
119820 1.05944 0.421822 0.726 -3.43032 1.58885 -5.01917
119840 1.06528 0.419539 0.726 -3.42455 1.5976 -5.02215
119860 1.06897 0.431929 0.726 -3.41597 1.60314 -5.01911
119880 1.07196 0.448303 0.726 -3.40524 1.60762 -5.01286
119900 1.08035 0.438955 0.726 -3.39393 1.6202 -5.01413
119920 1.0963 0.392809 0.726 -3.38464 1.64412 -5.02876
119940 1.09821 0.400264 0.726 -3.37939 1.64699 -5.02638
119960 1.09316 0.434035 0.726 -3.37758 1.63942 -5.017
119980 1.08827 0.464692 0.726 -3.37766 1.63208 -5.00975
120000 1.07562 0.525267 0.726 -3.37848 1.61311 -4.99159
120020 1.06911 0.557697 0.726 -3.3787 1.60335 -4.98205
120040 1.0758 0.531373 0.726 -3.37781 1.61337 -4.99118
120060 1.08615 0.487876 0.726 -3.37657 1.6289 -5.00548
120080 1.08851 0.47942 0.726 -3.37605 1.63244 -5.00848
120100 1.08442 0.499309 0.726 -3.37648 1.6263 -5.00279
120120 1.08293 0.506174 0.726 -3.37751 1.62408 -5.00159
120140 1.08075 0.511448 0.726 -3.37894 1.6208 -4.99975
120160 1.07948 0.509346 0.726 -3.38063 1.6189 -4.99953
120180 1.0783 0.504535 0.726 -3.38249 1.61712 -4.99961
120200 1.0799 0.486787 0.726 -3.38458 1.61953 -5.00411
120220 1.07646 0.489795 0.726 -3.38721 1.61437 -5.00158
120240 1.06857 0.513475 0.726 -3.39023 1.60253 -4.99277
120260 1.06226 0.53452 0.726 -3.39292 1.59308 -4.986
120280 1.06121 0.537645 0.726 -3.39433 1.5915 -4.98583
120300 1.06699 0.517272 0.726 -3.39377 1.60016 -4.99394
120320 1.06686 0.529909 0.726 -3.39108 1.59997 -4.99104
120340 1.06418 0.562419 0.726 -3.38581 1.59595 -4.98176
120360 1.07484 0.546175 0.726 -3.37757 1.61194 -4.98951
120380 1.08572 0.532494 0.726 -3.36781 1.62825 -4.99607
120400 1.09278 0.534219 0.726 -3.35875 1.63885 -4.9976
120420 1.0958 0.545822 0.726 -3.35176 1.64337 -4.99513
120440 1.10004 0.541119 0.726 -3.34722 1.64973 -4.99695
120460 1.09943 0.544482 0.726 -3.34528 1.64882 -4.9941
120480 1.09917 0.534564 0.726 -3.34574 1.64842 -4.99416
120500 1.10463 0.49014 0.726 -3.34866 1.65661 -5.00528
120520 1.10393 0.465609 0.726 -3.35472 1.65556 -5.01029
120540 1.09108 0.490287 0.726 -3.36367 1.6363 -4.99997
120560 1.07854 0.514666 0.726 -3.37338 1.61749 -4.99087
120580 1.07611 0.502551 0.726 -3.38172 1.61384 -4.99555
120600 1.07135 0.510026 0.726 -3.38798 1.60671 -4.99468
120620 1.0677 0.522618 0.726 -3.39192 1.60124 -4.99316
120640 1.0705 0.515377 0.726 -3.39378 1.60543 -4.99921
120660 1.06852 0.534115 0.726 -3.39419 1.60246 -4.99666
120680 1.06424 0.566578 0.726 -3.39327 1.59604 -4.98931
120700 1.0628 0.585967 0.726 -3.39076 1.59389 -4.98465
120720 1.07209 0.557691 0.726 -3.38674 1.60781 -4.99455
120740 1.07771 0.542839 0.726 -3.3822 1.61625 -4.99845
120760 1.08137 0.538232 0.726 -3.37789 1.62174 -4.99963
120780 1.07877 0.562117 0.726 -3.37414 1.61783 -4.99197
120800 1.07728 0.581196 0.726 -3.37069 1.6156 -4.98629
120820 1.08192 0.571633 0.726 -3.36735 1.62255 -4.9899
120840 1.08761 0.555287 0.726 -3.36459 1.63109 -4.99568
120860 1.08824 0.560362 0.726 -3.36291 1.63204 -4.99495
120880 1.08208 0.593425 0.726 -3.36228 1.6228 -4.98508
120900 1.07665 0.618572 0.726 -3.36192 1.61465 -4.97658
120920 1.08391 0.583731 0.726 -3.36134 1.62553 -4.98688
120940 1.0921 0.540758 0.726 -3.36127 1.63782 -4.99909
120960 1.08754 0.547701 0.726 -3.3625 1.63099 -4.99349
120980 1.08678 0.53113 0.726 -3.36473 1.62984 -4.99457
121000 1.09473 0.467977 0.726 -3.36814 1.64177 -5.00991
121020 1.09427 0.432506 0.726 -3.37403 1.64108 -5.0151
121040 1.08644 0.42315 0.726 -3.38355 1.62934 -5.01289
121060 1.0731 0.429206 0.726 -3.39716 1.60933 -5.0065
121080 1.06555 0.40791 0.726 -3.41277 1.598 -5.01077
121100 1.05398 0.415465 0.726 -3.42561 1.58065 -5.00626
121120 1.04308 0.442262 0.726 -3.43199 1.56431 -4.99631
121140 1.04907 0.413288 0.726 -3.43256 1.57329 -5.00585
121160 1.0625 0.360649 0.726 -3.43019 1.59343 -5.02363
121180 1.06579 0.357556 0.726 -3.42687 1.59836 -5.02523
121200 1.06925 0.360941 0.726 -3.42294 1.60355 -5.02649
121220 1.0696 0.381896 0.726 -3.41844 1.60408 -5.02252
121240 1.0661 0.422593 0.726 -3.41321 1.59883 -5.01204
121260 1.06388 0.460139 0.726 -3.4068 1.59549 -5.0023
121280 1.06962 0.465722 0.726 -3.39909 1.60411 -5.0032
121300 1.07524 0.47188 0.726 -3.39087 1.61254 -5.00341
121320 1.07791 0.488488 0.726 -3.38297 1.61654 -4.99952
121340 1.08241 0.491348 0.726 -3.37585 1.62329 -4.99914
121360 1.09442 0.454927 0.726 -3.36997 1.6413 -5.01127
121380 1.10034 0.439514 0.726 -3.3663 1.65018 -5.01648
121400 1.0949 0.47171 0.726 -3.36521 1.64202 -5.00723
121420 1.08756 0.511747 0.726 -3.36591 1.63101 -4.99692
121440 1.08203 0.540968 0.726 -3.36756 1.62271 -4.99027
121460 1.07816 0.557928 0.726 -3.36954 1.61691 -4.98646
121480 1.07678 0.557857 0.726 -3.37147 1.61484 -4.98631
121500 1.08304 0.520776 0.726 -3.37331 1.62423 -4.99754
121520 1.08718 0.489472 0.726 -3.3758 1.63044 -5.00624
121540 1.08272 0.492104 0.726 -3.37965 1.62376 -5.0034
121560 1.07578 0.499905 0.726 -3.38472 1.61335 -4.99807
121580 1.08386 0.437178 0.726 -3.39073 1.62547 -5.0162
121600 1.08866 0.380988 0.726 -3.39872 1.63266 -5.03138
121620 1.08604 0.354472 0.726 -3.40926 1.62874 -5.038
121640 1.07295 0.373577 0.726 -3.42098 1.60911 -5.03008
121660 1.06369 0.379392 0.726 -3.43082 1.59522 -5.02604
121680 1.06496 0.344835 0.726 -3.43721 1.59712 -5.03433
121700 1.06734 0.313752 0.726 -3.44064 1.60069 -5.04133
121720 1.06695 0.307778 0.726 -3.44196 1.6001 -5.04206
121740 1.0629 0.330708 0.726 -3.44158 1.59403 -5.0356
121760 1.06194 0.350038 0.726 -3.43944 1.59259 -5.03204
121780 1.06485 0.358388 0.726 -3.43572 1.59695 -5.03267
121800 1.06289 0.389289 0.726 -3.43083 1.59402 -5.02485
121820 1.06104 0.419591 0.726 -3.42484 1.59125 -5.01609
121840 1.06353 0.429406 0.726 -3.4179 1.59498 -5.01289
121860 1.06687 0.433188 0.726 -3.41072 1.59998 -5.0107
121880 1.06886 0.440428 0.726 -3.40397 1.60296 -5.00694
121900 1.07271 0.437199 0.726 -3.39796 1.60874 -5.0067
121920 1.07773 0.428873 0.726 -3.39285 1.61627 -5.00912
121940 1.07538 0.455488 0.726 -3.38872 1.61275 -5.00147
121960 1.07093 0.496485 0.726 -3.38493 1.60608 -4.99101
121980 1.06791 0.532832 0.726 -3.3808 1.60154 -4.98234
122000 1.07383 0.528356 0.726 -3.37597 1.61042 -4.98639
122020 1.08485 0.498032 0.726 -3.371 1.62694 -4.99794
122040 1.09272 0.478406 0.726 -3.367 1.63875 -5.00575
122060 1.09215 0.49256 0.726 -3.36469 1.6379 -5.00259
122080 1.0851 0.530906 0.726 -3.36384 1.62732 -4.99116
122100 1.08335 0.542298 0.726 -3.36369 1.6247 -4.98839
122120 1.08522 0.53363 0.726 -3.36397 1.6275 -4.99147
122140 1.08839 0.517191 0.726 -3.36497 1.63225 -4.99722
122160 1.08518 0.526097 0.726 -3.36711 1.62744 -4.99456
122180 1.07823 0.547739 0.726 -3.37034 1.61702 -4.98737
122200 1.07653 0.542118 0.726 -3.37426 1.61448 -4.98874
122220 1.07935 0.512025 0.726 -3.37905 1.6187 -4.99775
122240 1.0785 0.493162 0.726 -3.38544 1.61743 -5.00287
