# Chunk-averaged data for fix profile and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vy
5000 20 5000
  18 0.875 247.704 -0.078409
  19 0.925 258.006 -0.10894
  20 0.975 251.409 -0.144922
700000 20 5000
  1 0.025 256.163 -0.101898
  2 0.075 246.332 -0.10155
  3 0.125 247.07 -0.10504
  4 0.175 249.426 -0.100952
  5 0.225 248.599 -0.0596398
  6 0.275 248.094 -0.0326811
  7 0.325 250.877 0.0410166
  8 0.375 249.807 0.090854
  9 0.425 250.715 0.13128
  10 0.475 249.741 0.156329
  11 0.525 252.03 0.151438
  12 0.575 253.339 0.111066
  13 0.625 246.867 0.131745
  14 0.675 246.097 0.0824698
  15 0.725 244.274 0.00432585
  16 0.775 246.439 -0.0281598
  17 0.825 250.707 -0.0245645
  18 0.875 251.727 -0.0804562
  19 0.925 251.569 -0.134262
  20 0.975 260.127 -0.126133
705000 20 5000
  1 0.025 249.185 -0.139864
  2 0.075 250.802 -0.109312
  3 0.125 256.352 -0.0450039
  4 0.175 254.346 -0.0564994
  5 0.225 251.13 -0.0824089
  6 0.275 251.674 -0.0296536
  7 0.325 241.034 0.0466374
  8 0.375 244.399 0.126813
  9 0.425 244.978 0.136809
  10 0.475 249.927 0.129362
  11 0.525 248.318 0.132174
  12 0.575 253.825 0.135716
  13 0.625 247.67 0.0914047
  14 0.675 257.795 0.0501627
  15 0.725 247.461 -0.0328302
  16 0.775 248.946 0.0201146
  17 0.825 246.769 -0.0201624
  18 0.875 248.238 -0.0892013
  19 0.925 251.569 -0.108819
  20 0.975 255.583 -0.144671
710000 20 5000
  1 0.025 246.852 -0.144847
  2 0.075 250.8 -0.0850099
  3 0.125 248.397 -0.116544
  4 0.175 251.378 -0.0733371
  5 0.225 253.619 -0.0485858
  6 0.275 248.745 0.0213318
  7 0.325 249.09 0.0559202
  8 0.375 242.034 0.13434
  9 0.425 248.108 0.14945
  10 0.475 247.031 0.160584
  11 0.525 252.759 0.131188
  12 0.575 252.464 0.119562
  13 0.625 248.113 0.0644376
  14 0.675 254.112 0.0388257
  15 0.725 251.421 -0.0206604
  16 0.775 250.681 -0.0642599
  17 0.825 249.684 -0.0377438
  18 0.875 252.548 -0.0520944
  19 0.925 250.787 -0.0842794
  20 0.975 251.377 -0.142791
715000 20 5000
  1 0.025 252.272 -0.146017
  2 0.075 250.654 -0.0499429
  3 0.125 250.431 -0.0315169
  4 0.175 254.643 -0.046006
  5 0.225 252.269 -0.0241631
  6 0.275 254.911 0.0281716
  7 0.325 252.135 0.0399331
  8 0.375 242.814 0.0502537
  9 0.425 244.616 0.122518
  10 0.475 244.782 0.158556
  11 0.525 249.255 0.139318
  12 0.575 253.048 0.0948735
  13 0.625 251.352 0.0827812
  14 0.675 247.767 0.0277385
  15 0.725 251.844 -0.000423242
  16 0.775 251.272 -0.0150177
  17 0.825 249.19 -0.065697
  18 0.875 247.232 -0.104218
  19 0.925 252.908 -0.0996491
  20 0.975 246.605 -0.155593
720000 20 5000
  1 0.025 253.042 -0.12864
  2 0.075 248.072 -0.109882
  3 0.125 251.825 -0.0687521
  4 0.175 249.239 -0.00696573
  5 0.225 247.897 -0.0293587
  6 0.275 250.66 0.016885
  7 0.325 245.87 0.0161863
  8 0.375 251.419 0.0416922
  9 0.425 248.341 0.0855989
  10 0.475 244.784 0.154226
  11 0.525 246.901 0.192407
  12 0.575 245.045 0.114106
  13 0.625 251.29 0.0680632
  14 0.675 249.089 0.0446657
  15 0.725 247.347 0.0173486
  16 0.775 254.54 -0.0353901
  17 0.825 252.04 -0.0568737
  18 0.875 253.76 -0.0946935
  19 0.925 258.589 -0.0925021
  20 0.975 250.251 -0.112934
725000 20 5000
  1 0.025 251.434 -0.131158
  2 0.075 250.682 -0.0986665
  3 0.125 255.101 -0.0826908
  4 0.175 248.187 -0.0322615
  5 0.225 248.615 0.0101492
  6 0.275 249.844 0.0114442
  7 0.325 248.959 0.0502202
  8 0.375 244.555 0.0384354
  9 0.425 248.759 0.114128
  10 0.475 248.968 0.144905
  11 0.525 245.418 0.140489
  12 0.575 251.842 0.109905
  13 0.625 250.678 0.0943467
  14 0.675 242.774 0.0468848
  15 0.725 250.019 -0.022876
  16 0.775 253.07 -0.0245028
  17 0.825 253.913 -0.0303536
  18 0.875 254.746 -0.0911872
  19 0.925 252.251 -0.101631
  20 0.975 250.184 -0.134444
730000 20 5000
  1 0.025 249.294 -0.125055
  2 0.075 253.525 -0.133968
  3 0.125 248.385 -0.0785929
  4 0.175 252.941 -0.0661534
  5 0.225 248.984 -0.0497857
  6 0.275 252.263 -0.0175468
  7 0.325 249.66 0.0905907
  8 0.375 249.861 0.0939538
  9 0.425 254.538 0.0765105
  10 0.475 248.777 0.136472
  11 0.525 250.722 0.212034
  12 0.575 250.817 0.161758
  13 0.625 248.512 0.0805351
  14 0.675 244.066 0.0526146
  15 0.725 247.075 0.00520332
  16 0.775 248.884 -0.0390257
  17 0.825 252.889 -0.0576988
  18 0.875 249.308 -0.113846
  19 0.925 250.138 -0.100316
  20 0.975 249.359 -0.125908
735000 20 5000
  1 0.025 254.117 -0.184776
  2 0.075 251.383 -0.104107
  3 0.125 249.96 -0.0688287
  4 0.175 245.318 -0.100489
  5 0.225 251.372 -0.0237342
  6 0.275 246.501 -0.00963731
  7 0.325 250.009 -0.0163089
  8 0.375 254.674 0.0435488
  9 0.425 255.883 0.117048
  10 0.475 250.05 0.177039
  11 0.525 253.123 0.185088
  12 0.575 252.873 0.165029
  13 0.625 243.507 0.110233
  14 0.675 242.786 0.0728062
  15 0.725 247.552 0.0177125
  16 0.775 242.278 0.0107805
  17 0.825 252.04 -0.0647843
  18 0.875 258.576 -0.0836253
  19 0.925 252.818 -0.107442
  20 0.975 245.18 -0.13415
740000 20 5000
  1 0.025 246.943 -0.129639
  2 0.075 246.263 -0.123234
  3 0.125 248.141 -0.100356
  4 0.175 249.023 -0.0506336
  5 0.225 250.701 -0.0729528
  6 0.275 253.951 -0.0420124
  7 0.325 253.194 0.031202
  8 0.375 246.243 0.0606678
  9 0.425 251.84 0.126897
  10 0.475 258.723 0.180809
  11 0.525 248.613 0.20015
  12 0.575 245.661 0.139256
  13 0.625 245.671 0.0852771
  14 0.675 242.44 0.0622299
  15 0.725 249.657 0.0262013
  16 0.775 247.574 0.0124003
  17 0.825 251.832 -0.0674672
  18 0.875 252.954 -0.0938931
  19 0.925 257.82 -0.109659
  20 0.975 252.758 -0.131946
745000 20 5000
  1 0.025 253.902 -0.106744
  2 0.075 256.434 -0.0876986
  3 0.125 245.812 -0.106821
  4 0.175 245.815 -0.0871449
  5 0.225 247.079 -0.107062
  6 0.275 246.463 -0.0355312
  7 0.325 255.183 0.0478298
  8 0.375 252.793 0.0830123
  9 0.425 253.001 0.13888
  10 0.475 246.557 0.179882
  11 0.525 242.212 0.180409
  12 0.575 243.903 0.167959
  13 0.625 250.886 0.125505
  14 0.675 245.675 0.0600386
  15 0.725 251.412 0.0520355
  16 0.775 252.443 -0.00319976
  17 0.825 249.756 -0.0941711
  18 0.875 256.62 -0.140709
  19 0.925 257.648 -0.128773
  20 0.975 246.406 -0.124045
750000 20 5000
  1 0.025 251.755 -0.132883
  2 0.075 246.251 -0.0870565
  3 0.125 250.125 -0.122932
  4 0.175 246.861 -0.117062
  5 0.225 247.057 -0.0816895
  6 0.275 247.44 0.012824
  7 0.325 259.55 0.0267568
  8 0.375 254.714 0.0677934
  9 0.425 250.972 0.119882
  10 0.475 249.869 0.140877
  11 0.525 246.434 0.172958
  12 0.575 249.849 0.167445
  13 0.625 252.482 0.0798146
  14 0.675 250.141 0.0413173
  15 0.725 245.871 0.0545468
  16 0.775 248.259 0.00710643
  17 0.825 247.67 -0.0477569
  18 0.875 258.343 -0.0825714
  19 0.925 245.01 -0.117068
  20 0.975 251.346 -0.104368
755000 20 5000
  1 0.025 244.495 -0.175242
  2 0.075 252.04 -0.124306
  3 0.125 246.475 -0.126057
  4 0.175 246.847 -0.12686
  5 0.225 250.623 -0.0804717
  6 0.275 246.243 -0.0354484
  7 0.325 252.326 0.0276529
  8 0.375 253.887 0.0473044
  9 0.425 251.738 0.0988342
  10 0.475 250.138 0.156894
  11 0.525 249.961 0.189309
  12 0.575 244.012 0.209078
  13 0.625 246.957 0.136445
  14 0.675 252.049 0.0657705
  15 0.725 248.341 0.0151699
  16 0.775 255.878 -0.0158345
  17 0.825 252.35 -0.0507423
  18 0.875 257.537 -0.0423308
  19 0.925 248.539 -0.059067
  20 0.975 249.565 -0.110572
760000 20 5000
  1 0.025 246.43 -0.135991
  2 0.075 246.254 -0.184216
  3 0.125 246.825 -0.161081
  4 0.175 249.199 -0.133925
  5 0.225 248.867 -0.0625247
  6 0.275 253.563 -0.0459712
  7 0.325 243.708 0.00272083
  8 0.375 253.991 0.0402132
  9 0.425 244.909 0.10967
  10 0.475 247.042 0.184717
  11 0.525 246.75 0.219905
  12 0.575 250.966 0.171644
  13 0.625 250.505 0.146183
  14 0.675 255.599 0.0590593
  15 0.725 254.667 0.04345
  16 0.775 255.034 -0.00231188
  17 0.825 260.029 -0.0334616
  18 0.875 250.016 -0.0679603
  19 0.925 247.265 -0.0777491
  20 0.975 248.381 -0.0755094
765000 20 5000
  1 0.025 247.014 -0.146261
  2 0.075 245.663 -0.143373
  3 0.125 249.004 -0.127024
  4 0.175 253.325 -0.0862311
  5 0.225 249.877 -0.0381902
  6 0.275 249.44 0.00331974
  7 0.325 246.167 0.0177346
  8 0.375 254.927 0.0233518
  9 0.425 247.778 0.0550644
  10 0.475 253.05 0.147544
  11 0.525 250.941 0.185709
  12 0.575 254.564 0.136011
  13 0.625 246.726 0.0975244
  14 0.675 253.773 0.0452023
  15 0.725 250.116 0.00841193
  16 0.775 252.603 0.0580975
  17 0.825 252.598 0.0292795
  18 0.875 246.359 -0.0431029
  19 0.925 248.055 -0.0813908
  20 0.975 248.02 -0.152751
770000 20 5000
  1 0.025 243.033 -0.136676
  2 0.075 249.429 -0.10079
  3 0.125 252.958 -0.135357
  4 0.175 250.434 -0.0882806
  5 0.225 248.255 -0.0254914
  6 0.275 249.562 -0.0142103
  7 0.325 245.157 0.0266729
  8 0.375 247.243 0.0876102
  9 0.425 245.493 0.106982
  10 0.475 251.393 0.126063
  11 0.525 243.965 0.147612
  12 0.575 252.439 0.122435
  13 0.625 252.41 0.0932618
  14 0.675 258.682 0.0438929
  15 0.725 255.816 0.0129624
  16 0.775 250.295 -0.0341216
  17 0.825 254.364 -0.0252314
  18 0.875 251.595 -0.029552
  19 0.925 246.519 -0.04792
  20 0.975 250.958 -0.129496
775000 20 5000
  1 0.025 247.374 -0.123387
  2 0.075 247.845 -0.160868
  3 0.125 249.072 -0.145383
  4 0.175 247.991 -0.0616204
  5 0.225 252.459 -0.018936
  6 0.275 253.507 -0.0142055
  7 0.325 250.65 0.0227066
  8 0.375 243.655 0.0949033
  9 0.425 248.868 0.0829534
  10 0.475 252.454 0.0772088
  11 0.525 247.539 0.14756
  12 0.575 251.914 0.16418
  13 0.625 250.876 0.0842095
  14 0.675 260.161 0.0859112
  15 0.725 259.451 -0.00310681
  16 0.775 253.26 -0.0194907
  17 0.825 255.053 -0.040927
  18 0.875 243.604 -0.0400041
  19 0.925 241.209 -0.0506473
  20 0.975 243.057 -0.0901205
780000 20 5000
  1 0.025 252.788 -0.156048
  2 0.075 244.89 -0.156289
  3 0.125 254.824 -0.11206
  4 0.175 252.206 -0.0768967
  5 0.225 254.357 -0.046739
  6 0.275 247.437 0.0482955
  7 0.325 250.02 0.0916277
  8 0.375 242.802 0.0895391
  9 0.425 247.206 0.087
  10 0.475 242.04 0.111594
  11 0.525 252.624 0.133301
  12 0.575 251.558 0.110653
  13 0.625 252.004 0.0993624
  14 0.675 253.866 0.0978998
  15 0.725 257.606 0.0370609
  16 0.775 249.71 0.0118664
  17 0.825 251.317 -0.0448732
  18 0.875 239.53 -0.102309
  19 0.925 248.645 -0.110913
  20 0.975 254.57 -0.110423
785000 20 5000
  1 0.025 255.268 -0.142042
  2 0.075 253.215 -0.108913
  3 0.125 249.671 -0.109418
  4 0.175 245.332 -0.0446364
  5 0.225 250.861 0.0108848
  6 0.275 248.146 0.0133951
  7 0.325 245.996 0.019802
  8 0.375 246.163 0.0652916
  9 0.425 251.471 0.108309
  10 0.475 252.592 0.156312
  11 0.525 250.836 0.185661
  12 0.575 250.7 0.141314
  13 0.625 247.24 0.154734
  14 0.675 257.048 0.0624639
  15 0.725 256.046 0.00359401
  16 0.775 251.532 -0.0290106
  17 0.825 242.034 -0.0532118
  18 0.875 250.31 -0.126858
  19 0.925 246.338 -0.166317
  20 0.975 249.2 -0.144231
790000 20 5000
  1 0.025 254.282 -0.203995
  2 0.075 250.682 -0.161711
  3 0.125 252.975 -0.130591
  4 0.175 248.995 -0.0508247
  5 0.225 244.397 0.00306798
  6 0.275 255.226 0.024756
  7 0.325 251.349 0.0055391
  8 0.375 243.818 0.0780133
  9 0.425 247.099 0.123189
  10 0.475 245.761 0.159145
  11 0.525 251.079 0.168625
  12 0.575 254.287 0.16325
  13 0.625 252.823 0.125151
  14 0.675 249.799 0.0651391
  15 0.725 254.985 0.0435072
  16 0.775 252.55 -0.00583397
  17 0.825 250.92 -0.0567079
  18 0.875 244.839 -0.0854442
  19 0.925 247.524 -0.100953
  20 0.975 246.611 -0.162918
795000 20 5000
  1 0.025 254.875 -0.184263
  2 0.075 250.7 -0.188847
  3 0.125 247.007 -0.11055
  4 0.175 248.792 -0.0494492
  5 0.225 255.946 -0.012574
  6 0.275 251.059 0.0283152
  7 0.325 254.392 0.0509399
  8 0.375 250.639 0.0589222
  9 0.425 246.713 0.114636
  10 0.475 247.987 0.143199
  11 0.525 243.126 0.172123
  12 0.575 250.296 0.169615
  13 0.625 253.547 0.14558
  14 0.675 245.306 0.0889279
  15 0.725 251.708 0.0197372
  16 0.775 253.192 -0.0103584
  17 0.825 247.344 -0.060355
  18 0.875 251.478 -0.083399
  19 0.925 254.104 -0.105234
  20 0.975 241.791 -0.182907
800000 20 5000
  1 0.025 244.952 -0.209162
  2 0.075 252.742 -0.163808
  3 0.125 249.661 -0.067116
  4 0.175 258.986 -0.0384401
  5 0.225 255.978 0.0107323
  6 0.275 251.611 0.0397865
  7 0.325 252.451 0.0255155
  8 0.375 248.225 0.052176
  9 0.425 251.76 0.0869673
  10 0.475 253.976 0.185914
  11 0.525 248.95 0.21804
  12 0.575 241.59 0.174509
  13 0.625 244.831 0.112469
  14 0.675 246.548 0.0676109
  15 0.725 252.398 0.00117344
  16 0.775 251.015 -0.0323102
  17 0.825 252.214 -0.031131
  18 0.875 245.871 -0.0810879
  19 0.925 244.398 -0.175299
  20 0.975 251.841 -0.175174
805000 20 5000
  1 0.025 249.822 -0.129725
  2 0.075 243.881 -0.137565
  3 0.125 252.402 -0.0774781
  4 0.175 248.531 -0.0415354
  5 0.225 253.034 -0.00600382
  6 0.275 254.004 0.0525773
  7 0.325 252.11 0.0605647
  8 0.375 248.987 0.0358616
  9 0.425 253.988 0.0913065
  10 0.475 252.54 0.161533
  11 0.525 249.145 0.152316
  12 0.575 245.746 0.154684
  13 0.625 241.981 0.0886141
  14 0.675 246.647 0.0864155
  15 0.725 253.903 -0.00404096
  16 0.775 255.19 -0.0314691
  17 0.825 254.244 -0.0482076
  18 0.875 250.615 -0.0940989
  19 0.925 248.993 -0.150563
  20 0.975 244.236 -0.165888
810000 20 5000
  1 0.025 245.283 -0.149744
  2 0.075 249.25 -0.114077
  3 0.125 253.727 -0.0928892
  4 0.175 256.407 -0.0822285
  5 0.225 251.233 -0.00524328
  6 0.275 249.214 0.0609003
  7 0.325 248.114 0.0447098
  8 0.375 255.56 0.0618072
  9 0.425 256.326 0.0557772
  10 0.475 250.58 0.116858
  11 0.525 249.216 0.13749
  12 0.575 250.561 0.133794
  13 0.625 245.738 0.0722889
  14 0.675 249.575 0.0521886
  15 0.725 253.039 0.0773635
  16 0.775 243.737 0.00815907
  17 0.825 250.701 -0.0587943
  18 0.875 246.299 -0.09302
  19 0.925 247.506 -0.0845474
  20 0.975 247.935 -0.145513
815000 20 5000
  1 0.025 248.58 -0.144004
  2 0.075 249.542 -0.0890494
  3 0.125 254.36 -0.0911814
  4 0.175 252.226 -0.0550107
  5 0.225 255.495 0.0286834
  6 0.275 255.206 0.0362061
  7 0.325 247.292 0.0399132
  8 0.375 249.124 0.00885252
  9 0.425 254.068 0.0869282
  10 0.475 253.488 0.112364
  11 0.525 250.959 0.145702
  12 0.575 252.001 0.142276
  13 0.625 252.953 0.105622
  14 0.675 255.182 0.0411119
  15 0.725 240.973 0.00729714
  16 0.775 244.907 -0.0438221
  17 0.825 239.832 -0.0704668
  18 0.875 256.08 -0.0439787
  19 0.925 244.75 -0.0895543
  20 0.975 242.982 -0.142806
820000 20 5000
  1 0.025 254.29 -0.151855
  2 0.075 256.289 -0.102224
  3 0.125 248.527 -0.0702088
  4 0.175 242.63 -0.0515273
  5 0.225 247.23 -0.0277403
  6 0.275 244.509 0.0145901
  7 0.325 257.913 0.0591189
  8 0.375 249.639 0.059602
  9 0.425 252.409 0.0601983
  10 0.475 247.57 0.107117
  11 0.525 247.822 0.184477
  12 0.575 247.731 0.152702
  13 0.625 249.433 0.0987707
  14 0.675 249.639 0.0364688
  15 0.725 249.019 -0.00940648
  16 0.775 248.168 -0.0580531
  17 0.825 248.712 -0.0336446
  18 0.875 253.212 -0.0473124
  19 0.925 252.702 -0.0840938
  20 0.975 252.556 -0.12957
825000 20 5000
  1 0.025 256.062 -0.123049
  2 0.075 252.452 -0.134162
  3 0.125 249.675 -0.108747
  4 0.175 248.114 -0.0505714
  5 0.225 243.483 -0.0275697
  6 0.275 249.017 0.0415
  7 0.325 245.253 0.0754381
  8 0.375 245.201 0.0897493
  9 0.425 250.989 0.0933546
  10 0.475 255.363 0.127577
  11 0.525 256.637 0.132212
  12 0.575 246.149 0.0876802
  13 0.625 251.099 0.0460026
  14 0.675 252.084 0.0257167
  15 0.725 251.177 -0.00504721
  16 0.775 245.399 -0.029202
  17 0.825 253.391 -0.0329226
  18 0.875 252.094 -0.0603685
  19 0.925 249.138 -0.0655887
  20 0.975 247.221 -0.0820069
830000 20 5000
  1 0.025 251.903 -0.114083
  2 0.075 249.121 -0.193593
  3 0.125 248.523 -0.132883
  4 0.175 256.284 -0.0775206
  5 0.225 244.8 -0.0158389
  6 0.275 254.11 0.0568201
  7 0.325 243.596 0.0955712
  8 0.375 254.2 0.12442
  9 0.425 246.861 0.153795
  10 0.475 255.223 0.12647
  11 0.525 241.944 0.120797
  12 0.575 251.581 0.0707173
  13 0.625 249.308 0.0517958
  14 0.675 252 0.016552
  15 0.725 253.721 0.00198793
  16 0.775 242.88 -0.0534208
  17 0.825 248.819 -0.0549523
  18 0.875 247.482 -0.0191258
  19 0.925 251.809 -0.0659431
  20 0.975 255.837 -0.0878489
835000 20 5000
  1 0.025 246.913 -0.143892
  2 0.075 255.095 -0.0946006
  3 0.125 245.205 -0.058835
  4 0.175 252.331 -0.0286173
  5 0.225 246.403 -0.000514708
  6 0.275 248.055 0.0223398
  7 0.325 244.829 0.0636821
  8 0.375 249.263 0.101669
  9 0.425 250.744 0.105635
  10 0.475 251.468 0.0957765
  11 0.525 247.85 0.112704
  12 0.575 256.305 0.0940569
  13 0.625 251.201 0.0216854
  14 0.675 253.224 0.0309992
  15 0.725 246.612 0.00258882
  16 0.775 251.617 -0.0150009
  17 0.825 247.257 -0.0319331
  18 0.875 255.067 -0.0704294
  19 0.925 253.268 -0.0871781
  20 0.975 247.293 -0.120806
840000 20 5000
  1 0.025 251.121 -0.165445
  2 0.075 253.724 -0.11978
  3 0.125 247.543 -0.0525836
  4 0.175 251.372 -0.0230395
  5 0.225 245.823 0.0068478
  6 0.275 247.9 0.0326796
  7 0.325 255.021 0.0489914
  8 0.375 253.795 0.07382
  9 0.425 251.789 0.107066
  10 0.475 251.774 0.140173
  11 0.525 253.911 0.151868
  12 0.575 251.896 0.0905611
  13 0.625 252.01 0.081042
  14 0.675 243.681 0.031261
  15 0.725 245.815 0.0125801
  16 0.775 247.045 -0.0393341
  17 0.825 240.952 -0.0330093
  18 0.875 245.685 -0.0825073
  19 0.925 255.391 -0.109748
  20 0.975 253.75 -0.153905
845000 20 5000
  1 0.025 248.393 -0.213727
  2 0.075 255.433 -0.153027
  3 0.125 253.351 -0.0859608
  4 0.175 248.049 0.00463214
  5 0.225 251.766 -0.0159812
  6 0.275 250.601 0.02262
  7 0.325 246.504 0.0382207
  8 0.375 253.636 0.10183
  9 0.425 244.977 0.0935225
  10 0.475 259.661 0.140335
  11 0.525 252.044 0.15785
  12 0.575 253.58 0.116842
  13 0.625 247.027 0.103007
  14 0.675 248.488 0.0402681
  15 0.725 249.552 0.0240719
  16 0.775 245.048 0.0370986
  17 0.825 244.432 -0.0566513
  18 0.875 248.616 -0.0985681
  19 0.925 247.161 -0.120559
  20 0.975 251.683 -0.140065
850000 20 5000
  1 0.025 251.16 -0.213469
  2 0.075 250.036 -0.152876
  3 0.125 252.54 -0.0985397
  4 0.175 255.512 -0.0544334
  5 0.225 247.703 -0.000591484
  6 0.275 250.396 0.0406926
  7 0.325 251.629 0.0423309
  8 0.375 249.162 0.0547513
  9 0.425 251.478 0.129017
  10 0.475 257.36 0.149823
  11 0.525 251.473 0.188142
  12 0.575 261.611 0.141368
  13 0.625 248.089 0.0969447
  14 0.675 248.569 0.0760814
  15 0.725 251.711 0.0320361
  16 0.775 245.263 0.0248862
  17 0.825 237.487 -0.00346205
  18 0.875 240.691 -0.142861
  19 0.925 247.072 -0.140172
  20 0.975 251.059 -0.18439
855000 20 5000
  1 0.025 252.508 -0.271948
  2 0.075 254.674 -0.139561
  3 0.125 247.787 -0.124846
  4 0.175 249.38 -0.053499
  5 0.225 248.35 -0.0197617
  6 0.275 250.023 0.0339595
  7 0.325 245.577 0.0693614
  8 0.375 245.394 0.0810854
  9 0.425 245.045 0.107646
  10 0.475 252.023 0.159732
  11 0.525 254.27 0.16662
  12 0.575 253.717 0.100577
  13 0.625 249.043 0.101573
  14 0.675 252.548 0.102131
  15 0.725 251.078 0.0602732
  16 0.775 250.142 0.0189585
  17 0.825 245.63 0.0218443
  18 0.875 249.727 -0.0930087
  19 0.925 253.01 -0.137527
  20 0.975 250.073 -0.179358
860000 20 5000
  1 0.025 251.965 -0.203462
  2 0.075 256.719 -0.182242
  3 0.125 248.269 -0.0789407
  4 0.175 242.869 -0.0223553
  5 0.225 246.463 -0.0367895
  6 0.275 246.488 0.0267871
  7 0.325 243.813 0.099878
  8 0.375 242.28 0.0672249
  9 0.425 252.567 0.0886409
  10 0.475 254.363 0.148557
  11 0.525 257.084 0.17614
  12 0.575 254.032 0.142759
  13 0.625 253.121 0.101033
  14 0.675 242.741 0.109266
  15 0.725 251.437 0.0748478
  16 0.775 249.869 0.00632479
  17 0.825 250.525 -0.0736559
  18 0.875 246.375 -0.0967706
  19 0.925 255.874 -0.148125
  20 0.975 253.145 -0.194041
865000 20 5000
  1 0.025 245.727 -0.163324
  2 0.075 256.366 -0.143375
  3 0.125 252.868 -0.099741
  4 0.175 251.002 -0.0744587
  5 0.225 248.498 -0.00337747
  6 0.275 244.976 0.0115522
  7 0.325 244.421 0.094826
  8 0.375 241.232 0.126984
  9 0.425 250.434 0.139313
  10 0.475 251.289 0.141603
  11 0.525 250.421 0.115761
  12 0.575 249.248 0.125107
  13 0.625 250.862 0.114485
  14 0.675 254.248 0.0509706
  15 0.725 250.775 0.0189858
  16 0.775 255.883 -0.0347756
  17 0.825 247.478 -0.0668693
  18 0.875 249.134 -0.0746981
  19 0.925 255.597 -0.131823
  20 0.975 249.54 -0.137589
870000 20 5000
  1 0.025 249.693 -0.195115
  2 0.075 255.7 -0.171218
  3 0.125 245.96 -0.116089
  4 0.175 244.557 -0.0980794
  5 0.225 243.66 -0.00236662
  6 0.275 249.705 0.0518231
  7 0.325 244.375 0.0852387
  8 0.375 251.358 0.0810075
  9 0.425 252.289 0.0661756
  10 0.475 249.675 0.112855
  11 0.525 246.939 0.124801
  12 0.575 251.703 0.143292
  13 0.625 249.574 0.119958
  14 0.675 253.138 0.0487666
  15 0.725 246.145 -0.00215655
  16 0.775 255.482 0.00718423
  17 0.825 258.871 -0.00402783
  18 0.875 249.309 -0.0244593
  19 0.925 250.577 -0.0716516
  20 0.975 251.292 -0.154274
875000 20 5000
  1 0.025 252.539 -0.15259
  2 0.075 247.749 -0.14103
  3 0.125 246.159 -0.0942019
  4 0.175 244.578 -0.0631411
  5 0.225 245.388 -0.0242655
  6 0.275 241.664 -0.00145853
  7 0.325 248.255 0.0130868
  8 0.375 253.591 0.0626772
  9 0.425 248.309 0.118361
  10 0.475 247.775 0.115606
  11 0.525 252.29 0.143927
  12 0.575 256.931 0.103969
  13 0.625 254.712 0.0789389
  14 0.675 249.547 0.0396374
  15 0.725 251.149 0.0445758
  16 0.775 250.654 -0.0252924
  17 0.825 251.955 -0.0149786
  18 0.875 247.633 -0.01952
  19 0.925 253.4 -0.0798134
  20 0.975 255.723 -0.108748
880000 20 5000
  1 0.025 245.681 -0.167189
  2 0.075 246.411 -0.138603
  3 0.125 248.913 -0.102431
  4 0.175 243.72 -0.11526
  5 0.225 249.712 0.0016126
  6 0.275 247.938 0.040352
  7 0.325 251.935 0.029613
  8 0.375 247.639 0.0993588
  9 0.425 250.116 0.11818
  10 0.475 254.5 0.138838
  11 0.525 257.987 0.102265
  12 0.575 257.763 0.0952935
  13 0.625 253.114 0.0706987
  14 0.675 247.86 0.0479343
  15 0.725 247.625 0.0290065
  16 0.775 248.728 -0.0182418
  17 0.825 252.01 -0.0203424
  18 0.875 250.408 -0.0512183
  19 0.925 253.76 -0.0670771
  20 0.975 244.18 -0.110345
885000 20 5000
  1 0.025 243.88 -0.15357
  2 0.075 250.055 -0.144447
  3 0.125 254.496 -0.110873
  4 0.175 247.771 0.00614182
  5 0.225 249.848 0.0504745
  6 0.275 245.065 0.0554837
  7 0.325 248.078 0.0708864
  8 0.375 251.676 0.0977185
  9 0.425 251.121 0.0942893
  10 0.475 256.076 0.137155
  11 0.525 261.101 0.139589
  12 0.575 248.754 0.101264
  13 0.625 250.927 0.0647744
  14 0.675 246.216 -0.0142522
  15 0.725 246.34 -0.0480213
  16 0.775 253.543 -0.019852
  17 0.825 244.865 -0.0196019
  18 0.875 251.921 -0.0211198
  19 0.925 250.853 -0.133915
  20 0.975 247.413 -0.164602
890000 20 5000
  1 0.025 248.8 -0.152586
  2 0.075 251.607 -0.112476
  3 0.125 245.797 -0.0619178
  4 0.175 250.23 -0.00971723
  5 0.225 243.188 0.0303907
  6 0.275 247.735 0.0505569
  7 0.325 246.41 0.0736448
  8 0.375 242.992 0.0386366
  9 0.425 252.797 0.107449
  10 0.475 257.07 0.0957336
  11 0.525 254.328 0.121372
  12 0.575 257.544 0.0908777
  13 0.625 257.308 0.0492803
  14 0.675 249.87 0.0267099
  15 0.725 253.52 0.0128276
  16 0.775 249.705 0.0021962
  17 0.825 247.02 -0.0109277
  18 0.875 247.214 -0.0879545
  19 0.925 251.129 -0.13111
  20 0.975 245.734 -0.143933
895000 20 5000
  1 0.025 247.328 -0.0831579
  2 0.075 255.018 -0.0631216
  3 0.125 252.036 -0.0724328
  4 0.175 258.757 -0.0342764
  5 0.225 241.658 0.0127371
  6 0.275 244.466 0.0404662
  7 0.325 242.347 0.069961
  8 0.375 250.482 0.0800057
  9 0.425 253.692 0.0781944
  10 0.475 251.126 0.112134
  11 0.525 249.997 0.11298
  12 0.575 254.564 0.0791917
  13 0.625 255.675 0.0531305
  14 0.675 252.963 -0.0192189
  15 0.725 246.084 0.0241296
  16 0.775 250.901 -0.00471921
