# Created by MD - Bulk Evaluation, Folder: ./EMD_LJ
# t λ(t) ACF_λ
# ps W/(m*K) eV^2/(Å^4*ps)
4.74 1.0813317541538453e8 -3.0331788254531534e-5
4.745 1.0812897800248267e8 -1.5551554793393193e-5
4.75 1.0812744786727557e8 -1.1748717572008145e-6
4.755 1.081284685757466e8 1.2332581998621512e-5
4.76 1.0813183532403809e8 2.4470484657952275e-5
4.765 1.0813725314221765e8 3.475352210383334e-5
4.7700000000000005 1.0814434517835072e8 4.277192854637936e-5
4.775 1.08152671854194e8 4.8249787230210746e-5
4.78 1.0816175932046917e8 5.108838660891781e-5
4.785 1.0817113371613525e8 5.138630964913226e-5
4.79 1.0818035663145705e8 4.9432503627031704e-5
4.795 1.0818905698193252e8 4.567397620092373e-5
4.8 1.0819695512653343e8 4.066331932401693e-5
4.805 1.0820387622722372e8 3.4993578064842266e-5
4.8100000000000005 1.0820975144596462e8 2.923042926145764e-5
4.815 1.0821460753018679e8 2.385307322775957e-5
4.82 1.08218547332373e8 1.9214239773930873e-5
4.825 1.0822172532031308e8 1.552542350496224e-5
4.83 1.0822432283517231e8 1.2868891786948028e-5
4.835 1.082265276614199e8 1.1232811202314516e-5
4.84 1.0822852135810289e8 1.0560962954007571e-5
4.845 1.0823047587383455e8 1.0804510946916616e-5
4.8500000000000005 1.082325586614311e8 1.1963146183817813e-5
4.855 1.082349434718941e8 1.4106025264782256e-5
4.86 1.0823782258189891e8 1.736650200415318e-5
4.865 1.0824141559871712e8 2.1909982605212853e-5
4.87 1.0824597048860659e8 2.7881062550076673e-5
4.875 1.0825175411968073e8 3.534176894681706e-5
4.88 1.0825903214901969e8 4.421683647403601e-5
4.885 1.0826804099247712e8 5.4261884696724524e-5
4.89 1.0827895713738443e8 6.506619505776553e-5
4.8950000000000005 1.0829187040876836e8 7.609315109389238e-5
4.9 1.0830676735465983e8 8.67504134188175e-5
4.905 1.0832352862382558e8 9.647270067387048e-5
4.91 1.0834194079430799e8 0.00010479697524355336
4.915 1.083617196750235e8 0.00011141267344825426
4.92 1.0838253973269476e8 0.00011617843342982958
4.925 1.0840406359413724e8 0.00011910619100721335
4.93 1.0842596658550614e8 0.00012032283115563892
4.9350000000000005 1.084479534852808e8 0.00012002342222779166
4.94 1.0846976717013071e8 0.00011842936010717932
4.945 1.0849119090540358e8 0.00011576075123617445
4.95 1.0851204724448198e8 0.00011222695999817689
4.955 1.0853219659382853e8 0.00010803240686239261
4.96 1.0855153762688884e8 0.00010339098071044914
4.965 1.0857001039425656e8 9.8541100302928e-5
4.97 1.0858760166212319e8 9.375501089447284e-5
4.9750000000000005 1.0860435102914445e8 8.933799682284005e-5
4.98 1.0862035579055329e8 8.561547457726954e-5
4.985 1.086357724323205e8 8.290906169074424e-5
4.99 1.0865081303828026e8 8.150489971950926e-5
4.995 1.0866573568485807e8 8.161960770719837e-5
5.0 1.086808289474606e8 8.336996130876015e-5
5.005 1.086963917130103e8 8.675190355183682e-5
5.01 1.0871271040858299e8 9.163328859540775e-5
5.015 1.0873003631076542e8 9.77620203706652e-5
5.0200000000000005 1.0874856559254308e8 0.00010478783880841257
5.025 1.0876842427031668e8 0.0001122940985684213
5.03 1.0878965958748165e8 0.00011983635057875167
5.035 1.0881223889056337e8 0.00012698566413812793
5.04 1.0883605664866032e8 0.0001333743220918491
5.045 1.0886094965513512e8 0.00013873956858793384
5.05 1.088867193309419e8 0.0001429574916861698
5.055 1.0891315853688894e8 0.00014605842947496277
5.0600000000000005 1.0894007895687948e8 0.00014821780548948568
5.065 1.0896733453891677e8 0.00014972219940397562
5.07 1.0899483704728289e8 0.00015091704088066998
5.075 1.0902256137287283e8 0.00015214695865626887
5.08 1.0905054031172274e8 0.00015370030472000885
5.085 1.0907885037806825e8 0.0001557666255401665
5.09 1.0910759144720443e8 0.0001584117423020846
5.095 1.091368635083894e8 0.0001615710795936078
5.1000000000000005 1.0916674364007966e8 0.0001650587670883946
5.105 1.0919726576862283e8 0.00016858896477868815
5.11 1.0922840513662282e8 0.00017180602079180108
5.115 1.0926006870940293e8 0.00017431922489896716
5.12 1.0929209209918603e8 0.00017573930240019164
5.125 1.0932424308325298e8 0.0001757140012618294
5.13 1.0935623135208671e8 0.00017396060703760009
5.135 1.0938772385424806e8 0.00017029460773737614
5.14 1.0941836491360568e8 0.0001646531971724165
5.1450000000000005 1.0944780002968599e8 0.00015711203304939644
5.15 1.0947570178804325e8 0.0001478915442041171
5.155 1.0950179553923453e8 0.0001373480939360484
5.16 1.095258819045881e8 0.00012594812925607123
5.165 1.0954785323622303e8 0.00011422794351540848
5.17 1.0956770198095265e8 0.00010274541239236323
5.175 1.0958552006422327e8 9.203009486058828e-5
5.18 1.096014894035288e8 8.253616552343622e-5
5.1850000000000005 1.0961586429072772e8 7.46005984828791e-5
5.19 1.0962894675095253e8 6.840820822902124e-5
5.195 1.0964105647643559e8 6.396730533341839e-5
5.2 1.0965249781384833e8 6.110183170215971e-5
5.205 1.0966352738959332e8 5.9466198983777585e-5
5.21 1.0967432692064548e8 5.8587135196984514e-5
5.215 1.0968498611749996e8 5.793215830461924e-5
5.22 1.0969549970198615e8 5.699539704604109e-5
5.2250000000000005 1.097057800457149e8 5.538252453721927e-5
5.23 1.0971568335600272e8 5.2873916716188874e-5
5.235 1.0972504400988247e8 4.9450563418624e-5
5.24 1.0973370983507621e8 4.527850885263525e-5
5.245 1.0974157152267702e8 4.066026284707744e-5
5.25 1.0974858163493443e8 3.59696501560154e-5
5.255 1.0975476180379447e8 3.158787027649831e-5
5.26 1.09760199619999e8 2.785474167452252e-5
5.265 1.0976503858467619e8 2.5041621266918535e-5
5.2700000000000005 1.0976946495788456e8 2.3344564488363844e-5
5.275 1.0977369451196611e8 2.289012468686886e-5
5.28 1.097779606770828e8 2.374477211896705e-5
5.285 1.0978250423812577e8 2.5922433576992143e-5
5.29 1.0978756420323552e8 2.9389759997633835e-5
5.295 1.0979336967605537e8 3.407183102496819e-5
5.3 1.0980013308906958e8 3.986132893227987e-5
5.305 1.0980804560168412e8 4.663302821898645e-5
5.3100000000000005 1.0981727560517311e8 5.4263268214575934e-5
5.315 1.098279709426599e8 6.265109078955021e-5
5.32 1.0984026462284558e8 7.173529397505706e-5
5.325 1.0985428275493927e8 8.150165906217989e-5
5.33 1.0987015270640357e8 9.197815914246528e-5
5.335 1.0988800953157464e8 0.00010322084895655523
5.34 1.0990799938311718e8 0.00011529499334916841
5.345 1.099302795303015e8 0.0001282568468594042
5.3500000000000005 1.0995501540362073e8 0.00014213936803938426
5.355 1.0998237546651237e8 0.00015694275248474216
5.36 1.1001252465625681e8 0.00017262825897735188
5.365 1.1004561679711278e8 0.00018911314852515767
5.37 1.1008178594916645e8 0.00020626411126622294
5.375 1.1012113631749864e8 0.00022388810186376316
5.38 1.1016373027897052e8 0.00024172092721747178
5.385 1.102095745152061e8 0.00025941795690286745
5.39 1.1025860527566719e8 0.00027655390353563907
5.3950000000000005 1.1031067498217483e8 0.00029263770611001144
5.4 1.1036554309135151e8 0.00030714419156663785
5.405 1.1042287382793593e8 0.00031955752095606094
5.41 1.1048224226459196e8 0.0003294189816753114
5.415 1.1054314886417143e8 0.00033637170119992367
5.42 1.1060504127551913e8 0.00034019522423154696
5.425 1.1066734106820633e8 0.0003408249246956054
5.43 1.1072947243531838e8 0.00033835410718249635
5.4350000000000005 1.1079088978762873e8 0.00033301978690111685
5.44 1.108511014981767e8 0.0003251748284521522
5.445 1.1090968770423307e8 0.00031525084638128265
5.45 1.1096631097976409e8 0.0003037173695854282
5.455 1.1102071981206194e8 0.0002910440168691569
5.46 1.1107274606555948e8 0.00027767259319581644
5.465 1.111222987468399e8 0.00026400456060717464
5.47 1.1116935685212086e8 0.000250403537466636
5.4750000000000005 1.112139634399026e8 0.00023720619193996612
5.48 1.1125622152220835e8 0.00022473122813325354
5.485 1.1129629065578382e8 0.00021327805147982465
5.49 1.1133438197170489e8 0.0002031110330158634
5.495 1.1137074927331096e8 0.00019443226669057723
5.5 1.1140567479537874e8 0.00018735045222384732
5.505 1.1143944990211041e8 0.00018185668674266232
5.51 1.1147235280118953e8 0.00017781605476158363
5.515 1.1150462660318443e8 0.00017497981329819826
5.5200000000000005 1.1153646156962298e8 0.0001730189945602722
5.525 1.1156798508883949e8 0.00017157527815924
5.53 1.1159926168007039e8 0.00017031974105460895
5.535 1.1163030339303645e8 0.00016900774424403783
5.54 1.11661088734288e8 0.00016751725495047008
5.545 1.1169158621896532e8 0.00016586108646809733
5.55 1.1172177751143909e8 0.00016417016419705973
5.555 1.1175167549865521e8 0.000162654867286359
5.5600000000000005 1.1178133452524886e8 0.00016155800464449558
5.565 1.1181085261047639e8 0.0001611141894447706
5.57 1.1184036759523243e8 0.0001615241123393753
5.575 1.1187004999675182e8 0.00016294427882715534
5.58 1.1190009477075247e8 0.00016548532874980035
5.585 1.1193071278070317e8 0.00016921051528110743
5.59 1.1196212155741578e8 0.000174129468238248
5.595 1.119945345233186e8 0.00018018764766234652
5.6000000000000005 1.120281483227529e8 0.00018725618656782657
5.605 1.1206312899600194e8 0.00019512940860049997
5.61 1.1209959891288584e8 0.00020353561348705992
5.615 1.1213762701390938e8 0.00021216244753709815
5.62 1.1217722459542693e8 0.0002206921367085624
5.625 1.1221834770630799e8 0.00022883852605261865
5.63 1.1226090569706117e8 0.00023637729491019342
5.635 1.1230477411707997e8 0.00024316327249263513
5.64 1.1234980937091708e8 0.00024913235085099035
5.6450000000000005 1.123958624890436e8 0.0002542898920183082
5.65 1.1244279003480503e8 0.00025869101569705685
5.655 1.1249046122072192e8 0.00026241887459942754
5.66 1.1253876127078024e8 0.00026556534276194225
5.665 1.1258759169568418e8 0.00026821658179633284
5.67 1.1263686851548144e8 0.000270445036638392
5.675 1.1268651958685698e8 0.000272307652639741
5.68 1.1273648204599851e8 0.0002738489218478462
5.6850000000000005 1.1278670053913833e8 0.00027510644704974895
5.69 1.1283712644028278e8 0.00027611616904435097
5.695 1.1288771777414325e8 0.0002769148481365248
5.7 1.1293843930692466e8 0.0002775394175782934
5.705 1.129892621613639e8 0.00027802242951649654
5.71 1.1304016215898173e8 0.0002783826958132388
5.715 1.1309111594067143e8 0.00027861036143133526
5.72 1.1314209403176011e8 0.0002786484300969448
5.7250000000000005 1.1319305055410995e8 0.0002783745862346781
5.73 1.1324391016640998e8 0.00027758907349458007
5.735 1.1329455397925667e8 0.0002760156092719014
5.74 1.13344807419354e8 0.0002733217766628403
5.745 1.1339443389846213e8 0.0002691620862053742
5.75 1.1344313805631128e8 0.00026323957038441143
5.755 1.1349058089645575e8 0.0002553741948787844
5.76 1.1353640651374204e8 0.0002455611592025774
5.765 1.135802771216251e8 0.0002340033244867577
5.7700000000000005 1.1362191063995218e8 0.00022110677505525608
5.775 1.1366111391833362e8 0.00020743754797187682
5.78 1.1369780514103521e8 0.00019364664301106929
5.785 1.1373202096420665e8 0.00018037811673288966
5.79 1.1376390699816644e8 0.00016817892750768725
5.795 1.1379369356136045e8 0.00015742809022625261
5.8 1.1382166135585663e8 0.00014829735044438714
5.805 1.1384810327074382e8 0.00014074818305807106
5.8100000000000005 1.1387328868814322e8 0.00013456215054214759
5.815 1.1389743547140336e8 0.00012939452126710366
5.82 1.1392069258951905e8 0.00012483691931318062
5.825 1.1394313380997191e8 0.00012047566738413786
5.83 1.1396476091499649e8 0.00011593754764251647
5.835 1.1398551383825101e8 0.0001109196901736554
5.84 1.1400528479266666e8 0.00010520331344489735
5.845 1.1402393363852224e8 9.865354119529318e-5
5.8500000000000005 1.1404130211210251e8 9.120713014913898e-5
5.855 1.1405722497372513e8 8.285106693108983e-5
5.86 1.1407153695661438e8 7.359806874373021e-5
5.865 1.1408407582941537e8 6.346859960501842e-5
5.87 1.1409468360077515e8 5.248854438065868e-5
5.875 1.141032089363076e8 4.0704787789989325e-5
5.88 1.14109513407873e8 2.8211527646365228e-5
5.885 1.1411348238249503e8 1.517467913724488e-5
5.89 1.1411503909586456e8 1.8422823173360155e-6
5.8950000000000005 1.1411415878827263e8 -1.146522296458804e-5
5.9 1.1411087941488326e8 -2.4382719022832767e-5
5.905 1.1410530630879718e8 -3.653879247486739e-5
5.91 1.1409760964708596e8 -4.7596025296450274e-5
5.915 1.1408801502048829e8 -5.728608991868949e-5
5.92 1.1407678849656034e8 -6.543484810781774e-5
5.925 1.1406421830130754e8 -7.19742165731208e-5
5.93 1.1405059567717826e8 -7.693930485639397e-5
5.9350000000000005 1.1403619756668702e8 -8.045132082580893e-5
5.94 1.1402127348507144e8 -8.268887348530219e-5
5.945 1.140060381002889e8 -8.385428125016059e-5
5.95 1.1399066959741598e8 -8.414403244797287e-5
5.955 1.1397531237940916e8 -8.373092255490293e-5
5.96 1.1396008185593072e8 -8.275909161828456e-5
5.965 1.1394506948404853e8 -8.13462335198912e-5
5.97 1.139303475077799e8 -7.9584678743156e-5
5.9750000000000005 1.139159741627909e8 -7.753522683891913e-5
5.98 1.1390200061307396e8 -7.521438112670549e-5
5.985 1.1388848018134448e8 -7.258204054682857e-5
5.99 1.1387547909725936e8 -6.953721599976558e-5
5.995 1.1386308681937645e8 -6.592697361240426e-5
6.0 1.1385142348862477e8 -6.156884785064873e-5
6.005 1.1384064246828474e8 -5.6282139460685344e-5
6.01 1.1383092705793208e8 -4.992030391373805e-5
6.015000000000001 1.1382248187088352e8 -4.239689801321071e-5
6.0200000000000005 1.1381552052583848e8 -3.369992406088108e-5
6.025 1.138102519369057e8 -2.3892807229108726e-5
6.03 1.1380686739612877e8 -1.3104755114217357e-5
6.035 1.1380552996858466e8 -1.515118660666929e-6
6.04 1.138063670680724e8 1.0665736877740016e-5
6.045 1.1380946675373317e8 2.321797764420145e-5
6.05 1.1381487803463279e8 3.5934567898233564e-5
6.055 1.1382261490538147e8 4.863978848817878e-5
6.0600000000000005 1.1383266295293425e8 6.119882486165946e-5
6.065 1.1384498651745814e8 7.351423573500221e-5
6.07 1.1385953392533854e8 8.550841031131315e-5
6.075 1.1387623863279232e8 9.709640853580475e-5
6.08 1.13895015424883e8 0.00010815906976176474
6.085 1.1391575269206662e8 0.00011852702623662263
6.09 1.1393830343580092e8 0.0001279827965714627
6.095 1.1396247848115572e8 0.00013628281776849422
6.1000000000000005 1.1398804518760553e8 0.00014319551567423957
6.105 1.1401473393734688e8 0.00014854825327912548
6.11 1.1404225302075252e8 0.00015227217438003397
6.115 1.140703106197598e8 0.00015443494983570516
6.12 1.14098640990945e8 0.00015525393951176786
6.125 1.1412703093729569e8 0.00015508618615613085
6.13 1.1415534234842807e8 0.0001543954444242075
6.135 1.1418352698113047e8 0.0001537003281692515
6.140000000000001 1.1421163071862341e8 0.00015351115147381437
6.1450000000000005 1.1423978617326055e8 0.0001542656657975555
6.15 1.1426819450710168e8 0.00015627545976332365
6.155 1.1429709937440975e8 0.00015969344141249825
6.16 1.14326757369206e8 0.00016450815158896274
6.165 1.143574099143071e8 0.00017056520787741522
6.17 1.1438926090704761e8 0.0001776087889204697
6.175 1.1442246274521178e8 0.0001853317570401703
6.18 1.1445711119526091e8 0.00019342219373289743
6.1850000000000005 1.1449324762818989e8 0.0002015974022134918
6.19 1.1453086608753416e8 0.0002096227267789651
6.195 1.1456992258053175e8 0.00021731703546412398
6.2 1.1461034465103474e8 0.00022455031732393876
6.205 1.1465204022210723e8 0.00023123810181035733
6.21 1.1469490541572286e8 0.000237335857759538
6.215 1.1473883137761362e8 0.0002428337193489627
6.22 1.1478371002597779e8 0.0002477499964920085
6.2250000000000005 1.1482943835728982e8 0.00025212189162960804
6.23 1.1487592083246559e8 0.0002559937986673261
6.235 1.1492306947179517e8 0.00025940395777524964
6.24 1.1497080155328093e8 0.00026237160262416494
6.245 1.1501903525864747e8 0.00026488737842637986
6.25 1.1506768417707516e8 0.0002669104373231193
6.255 1.1511665211690086e8 0.00026837470945381844
6.26 1.1516582989205964e8 0.0002692042184674038
6.265000000000001 1.152150954427466e8 0.00026933421349762147
6.2700000000000005 1.1526431783167432e8 0.00026873240265569187
6.275 1.1531336459773137e8 0.0002674144203704991
6.28 1.1536211102991499e8 0.00026544935129526297
6.285 1.1541044935818997e8 0.0002629532982258272
6.29 1.15458295742073e8 0.00026007174041737705
6.295 1.1550559331103195e8 0.0002569540162823912
6.3 1.1555231038719901e8 0.00025372617696227146
6.305 1.155984342376563e8 0.00025046926498719534
6.3100000000000005 1.1564396176264964e8 0.00024720754121125175
6.315 1.1568888901067385e8 0.00024390743398557656
6.32 1.1573320143530066e8 0.0002404866982703751
6.325 1.1577686669631416e8 0.00023683306919109894
6.33 1.1581983160876109e8 0.00023283095072061837
6.335 1.1586202435421264e8 0.0002283922500605283
6.34 1.1590336212695642e8 0.00022348495427304004
6.345 1.1594376326135147e8 0.0002181535388200615
6.3500000000000005 1.1598316200397913e8 0.0002125274701313915
6.355 1.16021523794318e8 0.00020681826189620863
6.36 1.1605885914816506e8 0.0002013071449520498
6.365 1.160952346916379e8 0.00019632624939224156
6.37 1.1613078035734816e8 0.0001922354698621448
6.375 1.1616569200754206e8 0.00018939561089630424
6.38 1.162002288280672e8 0.0001881380797168019
6.385 1.162347051636224e8 0.00018873442918527854
6.390000000000001 1.1626947729599014e8 0.00019137153492796238
6.3950000000000005 1.1630492677746e8 0.00019613876179540583
6.4 1.1634144261912547e8 0.00020302827964431997
6.405 1.1637940425208709e8 0.0002119431964682112
6.41 1.1641916605587621e8 0.0002227065570860575
6.415 1.1646104325633909e8 0.00023506731447488175
6.42 1.1650529887237374e8 0.0002487058238087371
6.425 1.1655213211854765e8 0.000263244263153164
6.43 1.1660166955761172e8 0.00027826627281776273
6.4350000000000005 1.1665396056561239e8 0.00029334445845562553
6.44 1.1670897794742486e8 0.0003080691889930287
6.445 1.167666231133627e8 0.00032206965736139597
6.45 1.1682673392828596e8 0.0003350220337209998
6.455 1.1688909290909117e8 0.0003466451205829669
6.46 1.1695343408067259e8 0.0003566900329153497
6.465 1.1701944827175312e8 0.00036493346375549197
6.47 1.1708678809921521e8 0.0003711810134972406
6.4750000000000005 1.1715507438802494e8 0.00037527955352661567
6.48 1.1722390498629323e8 0.00037713104467101944
6.485 1.1729286552589859e8 0.0003766999863199319
6.49 1.1736154066202743e8 0.00037401120254191466
6.495 1.1742952425556584e8 0.0003691404998812615
6.5 1.174964275765535e8 0.0003622023771551829
6.505 1.1756188525272413e8 0.00035333766641905536
6.51 1.1762555898248741e8 0.0003427014543473387
6.515000000000001 1.176871391183545e8 0.00033045188196787194
6.5200000000000005 1.1774634444900617e8 0.0003167416536541152
6.525 1.1780292086537713e8 0.00030171432895072963
6.53 1.1785663981825319e8 0.0002855057517225674
6.535 1.1790729744649036e8 0.00026824995176217105
6.54 1.1795471507410054e8 0.00025008820674211706
6.545 1.1799874147271277e8 0.00023117927821030685
6.55 1.180392568347315e8 0.00021170787575438643
6.555 1.1807617783043596e8 0.00019188804180024334
6.5600000000000005 1.1810946263570437e8 0.00017195944569910456
6.565 1.1813911471390477e8 0.00015217747098917743
6.57 1.1816518453511493e8 0.00013280058041623686
6.575 1.1818776912964852e8 0.00011407927695374927
6.58 1.1820701005241002e8 9.624977101180436e-5
6.585 1.1822309054977022e8 7.953159574543899e-5
6.59 1.1823623224312437e8 6.412470837798112e-5
6.595 1.1824669079357105e8 5.02012512354941e-5
6.6000000000000005 1.1825474933769624e8 3.788942585203976e-5
6.605 1.1826070838429892e8 2.725093224243287e-5
6.61 1.1826487157358202e8 1.825830082777908e-5
6.615 1.1826752800529653e8 1.078005457728691e-5
6.62 1.1826893331914686e8 4.581907422362267e-6
6.625 1.1826929280672155e8 -6.522269066260882e-7
6.63 1.182687500230081e8 -5.281125828059442e-6
6.635 1.18267383520501e8 -9.656576220727751e-6
6.640000000000001 1.1826521265805125e8 -1.4073856978848284e-5
6.6450000000000005 1.1826221143653424e8 -1.8733512619680497e-5
6.65 1.1825832756410539e8 -2.3722413248416773e-5
6.655 1.1825350298628113e8 -2.901668212667743e-5
6.66 1.1824769218311599e8 -3.4503176707645076e-5
6.665 1.1824087545616604e8 -4.0012775952230945e-5
6.67 1.1823306576881976e8 -4.535756333957468e-5
6.675 1.1822430909483586e8 -5.0364607852083664e-5
6.68 1.1821467938658422e8 -5.490099681186098e-5
6.6850000000000005 1.1820427007825762e8 -5.8886680497154935e-5
6.69 1.1819318448717663e8 -6.229367280997208e-5
6.695 1.1818152749281569e8 -6.513288341860427e-5
6.7 1.1816940036815548e8 -6.743282644734273e-5
6.705 1.1815689966910928e8 -6.921655164669775e-5
6.71 1.1814411979301955e8 -7.048460533079842e-5
6.715 1.1813115745661265e8 -7.12110872153991e-5
6.72 1.1811811540278023e8 -7.135602352834076e-5
6.7250000000000005 1.1810510263731924e8 -7.089092609764653e-5
6.73 1.1809222945725477e8 -6.983016825233879e-5
6.735 1.1807959704706335e8 -6.82589890102521e-5
6.74 1.1806728291431962e8 -6.635096959829297e-5
6.745 1.1805532452189817e8 -6.437027097940738e-5
6.75 1.1804370409601504e8 -6.265654282059521e-5
6.755 1.1803233775110784e8 -6.159282571875704e-5
6.76 1.1802107165284066e8 -6.156071282304846e-5
6.765000000000001 1.180096867261733e8 -6.289177923104042e-5
6.7700000000000005 1.1799791177638301e8 -6.58241877693995e-5
6.775 1.179854435383187e8 -7.047034833325262e-5
6.78 1.1797197152274457e8 -7.679681993264138e-5
6.785 1.1795720544236833e8 -8.461620927679653e-5
6.79 1.1794090305924936e8 -9.359066591271267e-5
6.795 1.1792289616419218e8 -0.00010324880696975528
6.8 1.1790311213685521e8 -0.00011301710118871324
6.805 1.1788158859908505e8 -0.00012226398507802857
6.8100000000000005 1.1785847935458243e8 -0.00013035099891929716
6.815 1.1783405092286354e8 -0.00013668446764608622
6.82 1.1780867003371829e8 -0.0001407626338594213
6.825 1.1778278315151793e8 -0.00014221564922937743
6.83 1.1775688948145287e8 -0.00014083683430802442
6.835 1.1773150911924809e8 -0.0001366045070333611
6.84 1.1770714830257188e8 -0.00012969183658559298
6.845 1.1768426429981194e8 -0.00012046095358180814
6.8500000000000005 1.1766323321107705e8 -0.00010943700537468208
6.855 1.1764432440802106e8 -9.726152953138053e-5
6.86 1.1762768499568476e8 -8.462952625539758e-5
6.865 1.1761333637458897e8 -7.222011407510508e-5
6.87 1.176011828964806e8 -6.0633674264389365e-5
6.875 1.1759103030540021e8 -5.0347739821028215e-5
6.88 1.1758260985267831e8 -4.1699082796102746e-5
6.885 1.1757560345212927e8 -3.4890256263776536e-5
6.890000000000001 1.1756966628325734e8 -3.001094894091782e-5
6.8950000000000005 1.1756444526505625e8 -2.7061770554391497e-5
6.9 1.1755959375958054e8 -2.597168010561267e-5
6.905 1.1755478384666286e8 -2.6607108205088754e-5
6.91 1.1754971742086302e8 -2.8775709362430996e-5
6.915 1.1754413650416498e8 -3.223118258562154e-5
6.92 1.1753783209382042e8 -3.668446362115269e-5
6.925 1.1753065015157712e8 -4.1823781192107715e-5
6.93 1.175224932385078e8 -4.7342200166681754e-5
6.9350000000000005 1.1751331694432625e8 -5.2966981621784705e-5
6.94 1.1750312140311936e8 -5.8483934850460284e-5
6.945 1.1749193936835757e8 -6.375067702004799e-5
6.95 1.1747982324336906e8 -6.869479170859597e-5
6.955 1.1746683387171245e8 -7.329643231694751e-5
6.96 1.174530335156677e8 -7.755993691433662e-5
6.965 1.1743848432012664e8 -8.148225065650075e-5
6.97 1.1742325207815337e8 -8.502654896747216e-5
6.9750000000000005 1.1740741377437168e8 -8.810731769311096e-5
6.98 1.1739106658386596e8 -9.058936222260922e-5
6.985 1.1737433580390221e8 -9.230046407051371e-5
6.99 1.1735737947278678e8 -9.305493830467328e-5
6.995 1.173403881077071e8 -9.268343220853131e-5
7.0 1.1732357888682547e8 -9.106385834173881e-5
7.005 1.1730718462089202e8 -8.814741903049033e-5
7.01 1.1729143886966237e8 -8.39747243174896e-5
7.015000000000001 1.172765591420446e8 -7.868062140792182e-5
7.0200000000000005 1.1726273024405643e8 -7.248774948303631e-5
7.025 1.1725008990012065e8 -6.568813422914935e-5
7.03 1.1723871893270284e8 -5.861176453889012e-5
7.035 1.1722863816996956e8 -5.1584469538324426e-5
7.04 1.1721981331079116e8 -4.488305711877112e-5
7.045 1.1721216723343717e8 -3.8698805900589455e-5
7.05 1.1720559730001554e8 -3.3119363053994236e-5
7.055 1.1719999389386147e8 -2.8133368761857208e-5
7.0600000000000005 1.171952563175538e8 -2.365468354751125e-5
7.065 1.1719130317976762e8 -1.9558405417577874e-5
7.07 1.1718807599625205e8 -1.5719031369548455e-5
7.075 1.1718553647573219e8 -1.204132814293281e-5
7.08 1.1718365941791302e8 -8.477427066158593e-6
7.085 1.171824239436619e8 -5.027960707416452e-6
7.09 1.1718180580110258e8 -1.7291651130176889e-6
7.095 1.171817727627568e8 1.3680117580121464e-6
7.1000000000000005 1.1718228387240607e8 4.2191010443955245e-6
7.105 1.1718329200793791e8 6.8011701382110926e-6
7.11 1.1718474838594231e8 9.118991433984992e-6
7.115 1.1718660728278741e8 1.1201240009971306e-5
7.12 1.1718882933927274e8 1.308881254797258e-5
7.125 1.171913823468633e8 1.4818978706111974e-5
7.13 1.1719423919928382e8 1.6410243363513207e-5
7.135 1.1719737355860563e8 1.7852500702948437e-5
7.140000000000001 1.1720075448505649e8 1.9105552217564083e-5
7.1450000000000005 1.1720434164376439e8 2.0106895403056635e-5
7.15 1.1720808256803738e8 2.078641572430189e-5
7.155 1.172119127156935e8 2.1082226441586455e-5
7.16 1.1721575807328588e8 2.0952680697745137e-5
7.165 1.1721953928491043e8 2.0381025123554557e-5
7.17 1.1722317594407071e8 1.9372528717270886e-5
7.175 1.1722658997882766e8 1.7947442318334977e-5
7.18 1.1722970795043096e8 1.6136162041805337e-5
7.1850000000000005 1.1723246316692188e8 1.3982043235408264e-5
7.19 1.172347991689462e8 1.1553586629192108e-5
7.195 1.1723667589332032e8 8.961523574430701e-6
7.2 1.1723807853918278e8 6.371273740763447e-6
7.205 1.172390273405083e8 4.00039512412606e-6
7.21 1.1723958507186353e8 2.096355348276921e-6
7.215 1.1723985900820261e8 8.981356190603407e-7
7.22 1.1723999518768297e8 5.904884362491238e-7
7.2250000000000005 1.1724016454647681e8 1.2608299384092167e-6
7.23 1.1724054216089246e8 2.8670012219272926e-6
7.235 1.1724128220597497e8 5.222682398434004e-6
7.24 1.1724249236777858e8 8.006006432033802e-6
7.245 1.1724421222418101e8 1.0794326809671327e-5
7.25 1.1724640018005578e8 1.3122960412424354e-5
7.255 1.1724893253411138e8 1.4559060052711714e-5
7.26 1.17251616143343e8 1.4776382005221733e-5
7.265000000000001 1.1725421341839851e8 1.3615311908712821e-5
7.2700000000000005 1.1725647572686262e8 1.1114748671153815e-5
7.275 1.1725817934419458e8 7.508069785953803e-6
7.28 1.1725915748401795e8 3.1843081426928105e-6
7.285 1.1725932291177931e8 -1.375961217783448e-6
7.29 1.1725867783565648e8 -5.67558451459769e-6
7.295 1.1725731036795911e8 -9.272668356744415e-6
7.3 1.1725537898243329e8 -1.1839961425038052e-5
7.305 1.1725308769133265e8 -1.3206918176913558e-5
7.3100000000000005 1.1725065534433778e8 -1.3381891205829155e-5
7.315 1.17248282683891e8 -1.25544642998715e-5
7.32 1.172461207354955e8 -1.1078526349795991e-5
7.325 1.1724424391489197e8 -9.437635774464194e-6
7.33 1.1724263084200297e8 -8.195410688221216e-6
7.335 1.172411551276784e8 -7.936122753675492e-6
7.34 1.1723958748707555e8 -9.200287990056807e-6
7.345 1.1723760971337174e8 -1.2419426686968528e-5
7.3500000000000005 1.1723484022459885e8 -1.7854793741815393e-5
7.355 1.1723086972845793e8 -2.5548045282839243e-5
7.36 1.1722530388526456e8 -3.5294073075628385e-5
